main_category,productId,retailerProductId,name,price_eur,price_per_kg_eur,categoryPath,brand,available,maxQuantityReached,featured,guaranteed_life_quantity,guaranteed_life_unit,size_value,attributes_labels,image_src
Entretien & Nettoyage,e34ce165-15c2-4b45-9b29-8fcfafa8b8c6,MPX_6622169,"Soupline Adoucissant Concentré Grand Air 1,35 L",7.59,5.62,"['Entretien & Nettoyage', 'Lessive et soin du linge', 'Adoucissant', 'Concentré']",Soupline,True,False,false,,,1.35L,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/2f0a14b4-ad77-4890-b63e-fdb21c8d36a0/300x300.jpg
Entretien & Nettoyage,78f107ea-33c3-4f92-9238-0929afd28131,MPX_6608342,Finish Powerball Quantum All in One Capsules pour Lave-vaisselle x33,11.5,33.53,"['Entretien & Nettoyage', 'Produits Nettoyants et Multi Usages', 'Produit Vaisselle', 'Tablette et dose lave vaisselle']",Finish,True,False,false,,,343g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/95c6ff68-ddfc-40a1-b0c7-4ae2f099043c/300x300.jpg
Entretien & Nettoyage,18a7ee92-293d-4f58-88ac-3c948cef964d,MPX_4165513,Monoprix Nettoyant Vitres 3 En 1 750Ml,2.09,2.79,"['Entretien & Nettoyage', 'Produits Nettoyants et Multi Usages', 'Nettoyant Vitre', 'Nettoyant']",Monoprix,True,False,false,,,750ml,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/2cf70bd3-4453-4e2c-879c-d84afb0a68e6/300x300.jpg
Entretien & Nettoyage,020a5aca-af01-4629-9764-5a882c34c8bc,MPX_2093348,Lotus papier toilette confort collection x6,4.09,4.09,"['Entretien & Nettoyage', 'Essuie tout et Papier toilette', 'Papier toilette', 'Par 6']",Lotus,True,False,false,,,,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/a81f9340-2ae7-4885-9934-d5be8df3aedd/300x300.jpg
Entretien & Nettoyage,ef6cf51a-d133-4bbb-8b5e-a61c04223c74,MPX_2850226,Melitta Filtre à café brun 80 unité,2.15,12.08,"['Entretien & Nettoyage', 'Accessoire menager', 'Autres accessoires', 'Filtre à café et détartrant']",Melitta,True,False,false,,,178g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/3da72d09-7639-4344-90ea-814bfae4977f/300x300.jpg
Entretien & Nettoyage,cb57d28c-8ff4-4944-b46a-697d239fe91c,MPX_4165511,Monoprix Liquide Vaisselle Framboise Cerise 500ml,1.29,2.58,"['Entretien & Nettoyage', 'Produits Nettoyants et Multi Usages', 'Produit Vaisselle', 'Liquide vaisselle']",Monoprix,True,False,false,,,500ml,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/ec2bf3f8-c23c-4dd5-b800-bf64fadc5bdc/300x300.jpg
Entretien & Nettoyage,5d12ea2f-3b86-4b2f-81dd-f061550d5833,MPX_6566215,Mr Propre Spray Nettoyant Multi-Usages au Bicarbonate Eucalyptus 500ml,3.39,6.78,"['Entretien & Nettoyage', 'Produits Nettoyants et Multi Usages', 'Multi usages', 'Spray et Recharge']",Mr Propre,True,False,false,,,500ml,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/734c08a4-b326-4615-9c99-51401b042979/300x300.jpg
Entretien & Nettoyage,eecd6c7f-b521-498d-9f3f-9caea5858d48,MPX_2480381,Mr Propre Gomme Magique Originale X3,4.95,4.95,"['Entretien & Nettoyage', 'Accessoire menager', 'Eponge et lavette']",Mr Propre,True,False,false,,,,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/13165fb1-8e4c-42ba-987f-aabda2c8dcf4/300x300.jpg
Entretien & Nettoyage,788e11bc-ffb9-49e5-9438-8cade1b300fc,MPX_3623313,Monoprix Je Suis Verts Sac Poubelle 50L x10,2.39,0.24,"['Bio', 'Entretien écologique', 'Accessoire ménager écologique']",Monoprix,True,False,false,,,10 par pack,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/bebc17a8-1b46-4575-8ef5-f1a6f9ca103c/300x300.jpg
Entretien & Nettoyage,ca62a529-c174-46ee-9445-3ebf20a9d2f4,MPX_1815714,Briochin Savon Noir Liquide 1 L,4.85,4.85,"['Entretien & Nettoyage', 'Produits Nettoyants et Multi Usages', 'Nettoyant Sol', 'Multi surface & Carrelage']",Briochin,True,False,false,,,1L,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/a9507638-bb54-416a-8f94-585d9a1c26b5/300x300.jpg
Entretien & Nettoyage,72f3d5cd-dbc0-494d-98c0-5f84bf3675b3,MPX_5272076,Handy Bag Sacs Poubelle À Poignées Coulissantes Ultra Résistant 20L X15,3.89,0.26,"['Entretien & Nettoyage', 'Accessoire menager', 'Sac poubelle', '3L à 20L']",Handy Bag,True,False,false,,,15 par pack,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/16fa46d1-0a60-44e6-bd83-1890ec7c669a/300x300.jpg
Entretien & Nettoyage,c85c8e75-20b2-41e7-a0f0-5b24aa13fe0f,MPX_5261515,Handy Bag Sacs Poubelle À Poignées Coulissantes Devor Odeur 50L X8,5.29,0.66,"['Entretien & Nettoyage', 'Accessoire menager', 'Sac poubelle', '50L']",Handy Bag,True,False,false,,,8 par pack,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/dfed6d3e-3abf-4b41-b4a2-7e52e4f6e545/300x300.jpg
Entretien & Nettoyage,8e9964df-e072-4403-b03b-5a28c20d7241,MPX_2385752,Monoprix Lingettes Multi-Usages Agrumes x50,2.75,0.06,"['Entretien & Nettoyage', 'Produits Nettoyants et Multi Usages', 'Multi usages', 'Lingette']",Monoprix,True,False,false,,,50 par pack,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/9592badb-7719-4bd7-8f36-3e191632beef/300x300.jpg
Entretien & Nettoyage,b6070690-b827-4a1d-bd1e-c8555fd76705,MPX_6608951,Finish Nettoyant Machine Intégral 250ml,5.25,21.0,"['Entretien & Nettoyage', 'Produits Nettoyants et Multi Usages', 'Produit Vaisselle', 'Entretien lave vaisselle']",Finish,True,False,false,,,250ml,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/4677a2cf-e5bf-4508-b0b7-0d0236625212/300x300.jpg
Entretien & Nettoyage,4df975a2-5c59-432f-8ba1-7e41a7541f4d,MPX_3624289,Monoprix Adoucissant Concentré Fraicheur 750Ml,2.89,3.85,"['Entretien & Nettoyage', 'Lessive et soin du linge', 'Adoucissant', 'Concentré']",Monoprix,True,False,false,,,750ml,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/4913cf9e-e73c-4205-9487-d0284f3f158e/300x300.jpg
Entretien & Nettoyage,c26cf629-04bc-45e6-8f1a-e68f06f462e9,MPX_4092990,Leader Price Papier Cuisson 15mx30cm,1.24,1.24,"['Entretien & Nettoyage', 'Accessoire menager', 'Emballage alimentaire', 'Papier cuisson']",Leader Price,True,False,false,,,,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/f913c80a-1aad-4271-b3ba-65f806c13bcc/300x300.jpg
Entretien & Nettoyage,f9a1172e-a04b-4d19-822c-bf9e62b5f783,MPX_5186460,ALBAL Sacs Congélation Ultra Zip Fermeture Zip 3L x15,3.69,0.25,"['Entretien & Nettoyage', 'Accessoire menager', 'Emballage alimentaire', 'Sac de congélation et Sac à glaçon']",Albal,True,False,false,,,15 par pack,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/d9f86ee3-7ff0-4f65-8928-89c45a593469/300x300.jpg
Entretien & Nettoyage,7f0f6a96-64fd-4740-91e9-32ac914d2869,MPX_3623311,Monoprix Je Suis Vert Sacs poubelle éco-responsables 30L X20,2.39,0.12,"['Bio', 'Entretien écologique', 'Accessoire ménager écologique']",MONOP PROD. VERTS,True,False,false,,,20 par pack,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/98eac047-513e-4e67-91ba-a674481e542d/300x300.jpg
Entretien & Nettoyage,0849c6d7-3501-4386-9ecf-2a79f9febf11,MPX_2775267,Air Wick Désodorisant Aérosol Douceur de Coton 250ml,4.45,17.8,"['Entretien & Nettoyage', 'Désodorisant et Insecticide', 'Désodorisant', 'Spray et vaporisateur']",Air wick,True,False,false,,,250ml,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/3c7ea4c8-81b0-4302-9ca6-c839817f414d/300x300.jpg
Entretien & Nettoyage,caee3c36-e7ff-4b56-8ad2-cd10ff34f5bd,MPX_340512,Monoprix Eponges végétales grand modèle super absorbantes x2,1.99,1.0,"['Entretien & Nettoyage', 'Accessoire menager', 'Eponge et lavette']",Monoprix,True,False,false,,,2 par pack,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/13d149c5-ec72-4829-b269-89289529eae4/300x300.jpg
Entretien & Nettoyage,406d47da-e5da-495b-ac9f-04c7e6e32047,MPX_89047,Spontex Eponges Trio Colors Ergonomiques *3,2.49,0.83,"['Entretien & Nettoyage', 'Accessoire menager', 'Eponge et lavette']",Spontex,True,False,false,,,3 par pack,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/f1491214-ffec-4806-be85-39a4ce34c953/300x300.jpg
Entretien & Nettoyage,4f7fa832-f2a5-47f6-b9d4-0fe0e1a92168,MPX_6712446,Dash Pods Envolee D'Air *33 Lavages,16.29,0.49,"['Entretien & Nettoyage', 'Lessive et soin du linge', 'Lessive', 'Lessive en dosettes']",Dash,True,False,false,,,33 par pack,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/bcfb1b3b-bd5c-4692-bb14-cd96e32dd949/300x300.jpg
Entretien & Nettoyage,efd393b2-d07a-4271-a3f2-f068f01f02c0,MPX_6657819,Carolin nettoyant parfumé parquet modernes 1l,4.29,4.29,"['Entretien & Nettoyage', 'Produits Nettoyants et Multi Usages', 'Nettoyant Sol', 'Parquet']",Carolin,True,False,false,,,1L,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/1710b85d-355e-48ee-a838-ea79010b12f8/300x300.jpg
Entretien & Nettoyage,3dfa2dbd-84e8-4af7-a9c9-dc34525cfd58,MPX_6659452,Ariel original lessive liquide 34 lavages 1.53l,13.5,8.82,"['Entretien & Nettoyage', 'Lessive et soin du linge', 'Lessive', 'Lessive liquide']",Ariel,True,False,false,,,1.53L,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/148fc70c-a93d-41b0-a87d-c451302bb906/300x300.jpg
Entretien & Nettoyage,958af9ca-2f1c-40e3-82b4-3acaba1552a7,MPX_2336647,Carolin Lingettes Jetables Au Savon De Marseille X15,5.29,0.35,"['Entretien & Nettoyage', 'Produits Nettoyants et Multi Usages', 'Nettoyant Sol', 'Lingette sol']",Carolin,True,False,false,,,15 par pack,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/1d9b0196-c60e-4030-938e-ea6a3fd12131/300x300.jpg
Entretien & Nettoyage,fd01bb80-3741-445c-9afd-ddc8d37c9837,MPX_2481498,Lotus Papier Toilette Moltonel rouleaux (blanc ou rose) x6,5.89,0.98,"['Entretien & Nettoyage', 'Essuie tout et Papier toilette', 'Papier toilette', 'Par 6']",Lotus,True,False,false,,,6 par pack,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/0bd0bb45-9c31-4cc6-9e02-e8d9671d0b6a/300x300.jpg
Entretien & Nettoyage,20627d0e-dc41-41b0-84c5-775f4fce8d6e,MPX_4029039,ALBAL Papier Cuisson 16 feuilles Anti-adhérent,3.69,0.23,"['Entretien & Nettoyage', 'Accessoire menager', 'Emballage alimentaire', 'Papier cuisson']",Albal,True,False,false,,,16 par pack,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/1e0819ba-8630-43bb-b3fd-6cb756548a39/300x300.jpg
Entretien & Nettoyage,f75cffe4-c0d6-4617-aa2c-0503fbbccb1d,MPX_5261513,Handy Bag Sacs Poubelle Devor Odeur 30L X12,5.29,0.44,"['Entretien & Nettoyage', 'Accessoire menager', 'Sac poubelle', '30L']",Handy Bag,True,False,false,,,12 par pack,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/cf186e8c-735d-49be-af5c-a8a8b02a6d1c/300x300.jpg
Entretien & Nettoyage,42307632-1790-4465-80ed-9638177698e8,MPX_2481497,Lotus Papier Toilette Moltonel Style x6,5.49,11.39,"['Entretien & Nettoyage', 'Essuie tout et Papier toilette', 'Papier toilette', 'Par 6']",Lotus,True,False,false,,,0.482kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/84a18ce2-6055-4213-84fb-1afea0a9ac8c/300x300.jpg
Entretien & Nettoyage,9774e665-8ddc-4e7d-af79-1f72ecbab893,MPX_6609992,Vanish Oxi Action Détachant en Poudre 470g,8.19,17.43,"['Entretien & Nettoyage', 'Lessive et soin du linge', 'Détachant et Anti-décoloration', 'Détachant']",Vanish,True,False,false,,,470g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/08305d41-2346-4c8b-9a2b-2c3cd04a667d/300x300.jpg
Entretien & Nettoyage,b2f61752-977a-4367-90d9-a3316637c1f2,MPX_340511,Monoprix Eponges Végétales Petit Modèle Super Absorbantes,1.29,1.29,"['Entretien & Nettoyage', 'Accessoire menager', 'Eponge et lavette']",Monoprix,True,False,false,,,,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/d395c7e8-8152-416b-8fdd-b16015f60903/300x300.jpg
Entretien & Nettoyage,3e833301-f5d2-4b6b-8277-e9967adac01e,MPX_6626303,"Soupline Adoucissant concentré Hypoallergénique 1,35L",7.59,5.62,"['Entretien & Nettoyage', 'Lessive et soin du linge', 'Adoucissant', 'Concentré']",Soupline,True,False,false,,,1.35L,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/7f6733e4-2b24-49f5-86b7-3c03d72fa303/300x300.jpg
Entretien & Nettoyage,c985b209-ffd0-4122-b71f-6d4fd29c6860,MPX_262,Palmolive Liquide Vaisselle Peaux Sensibles 500ml,2.35,4.7,"['Entretien & Nettoyage', 'Produits Nettoyants et Multi Usages', 'Produit Vaisselle', 'Liquide vaisselle']",Palmolive,True,False,false,6.0,MONTH,500ml,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/c3c33ede-9e87-421b-b96e-7951bf4d852b/300x300.jpg
Entretien & Nettoyage,ea138351-21b3-41d2-bbd1-955ac1fcc45f,MPX_1346973,Monoprix Film Fraîcheur Micro-Ondes 2En1 20 Mètres,2.09,2.09,"['Entretien & Nettoyage', 'Accessoire menager', 'Emballage alimentaire', 'Film alimentaire']",MONOPRIX,True,False,false,,,,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/e9bd4c7c-83a2-40fd-bf70-878dcbaddd4a/300x300.jpg
Entretien & Nettoyage,f2ec0617-9dab-46ca-9849-95bf3ea921f0,MPX_2280052,Calgon Anti-Calcaire Pour Lave-Linge X48,16.9,27.08,"['Entretien & Nettoyage', 'Lessive et soin du linge', 'Anti-calcaire']",Calgon,True,False,false,,,624g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/1204e968-e68a-4388-9367-4040babea909/300x300.jpg
Entretien & Nettoyage,fd7d7121-fd6b-4214-adf7-e9fb6a4a0c00,MPX_2278939,Monoprix Tablettes Hydrosolubles Lave-Vaisselle Fraîcheur Citron X45,5.75,12.78,"['Entretien & Nettoyage', 'Produits Nettoyants et Multi Usages', 'Produit Vaisselle', 'Tablette et dose lave vaisselle']",Monoprix,True,False,false,,,450g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/cc4bf166-5d64-4ece-92fc-4c3f343f6f3a/300x300.jpg
Entretien & Nettoyage,df979e5e-50de-4751-941a-0c801399f9f7,MPX_1951371,"Monoprix Gants résistants spécial ménage, latex naturel, Taille M x2",2.45,2.45,"['Entretien & Nettoyage', 'Accessoire menager', 'Gant']",Monoprix,True,False,false,,,,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/8bdc7945-e459-475c-8a3a-afb651d654ad/300x300.jpg
Entretien & Nettoyage,ca385492-72dc-4c19-a95f-08f16df18629,MPX_2467975,Génie Gel Express Main Sans Frotter 200Ml,2.55,12.75,"['Entretien & Nettoyage', 'Lessive et soin du linge', 'Lessive', 'Linge délicat et main']",Genie,True,False,false,,,200ml,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/2857a527-9d63-4760-bd61-37157c2a772a/300x300.jpg
Epicerie Salée,08829b8b-79cf-4791-8fbd-3099ebffcd53,MPX_163027,Monoprix Olives vertes dénoyautées 160g,1.29,8.06,"['Nos sélections', 'Inspiration du moment', '& Barbecue', 'Epicerie salée']",Monoprix,True,False,false,1.0,YEAR,160g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/062f3bad-1084-4825-bb04-5a62ef2c598c/300x300.jpg
Epicerie Salée,6ea68745-3bbb-4860-9bcb-e2ec8a0dfcf0,MPX_3266125,Heinz Tomato Ketchup Flacon Top Down 460G,2.35,5.11,"['Nos recettes', 'Recettes du Monde', '& Crêpe Japonaise Okonomiyaki']",Heinz,True,False,false,2.0,MONTH,460g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/8bec90dd-4f73-4c07-ac6e-fd255bdff750/300x300.jpg
Epicerie Salée,67d23a9c-9f2f-407f-ad35-d9797e0bc229,MPX_3416695,Cassegrain Haricots verts très fins coupés 330g,2.55,11.59,"['Promotions', 'Les promos à ne pas manquer', 'Le 2ème à moins 50%']",Cassegrain,True,False,false,1.0,YEAR,220g,['Produit vegan'],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/64230ff2-02b6-42aa-aa67-1ababc351653/300x300.jpg
Epicerie Salée,b03b52bc-2d8a-436d-a1e5-37ba3ee6d5f6,MPX_3954590,Rummo Sauce Tomates et Basilic 340g,2.99,8.79,"['Produits du monde', 'Italie - Italia', 'Sauces']",RUMMO,True,False,false,1.0,YEAR,340g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/37238fdc-86ad-4f5b-affc-653e8ae1c77d/300x300.jpg
Epicerie Salée,d6ed0673-50b2-4de7-b51c-b0ba6aecadaf,MPX_3379565,Cassegrain Petits Pois & Carottes 265G,2.19,8.26,"['Promotions', 'Les promos à ne pas manquer', 'Le 2ème à moins 50%']",Cassegrain,True,False,false,1.0,YEAR,265g,['Produit vegan'],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/935f8a56-98db-4b56-bf23-8ce61c6366a3/300x300.jpg
Epicerie Salée,19efa224-0fc6-497e-948f-7f371fc461a0,MPX_156056,Monoprix Huile de Tournesol 1L,3.09,3.09,"['Promotions', 'Promo Epicerie', 'Promo Epicerie Salée']",Monoprix,True,False,false,2.0,MONTH,1L,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/0e4f312c-ecd5-4a30-a9d1-9e188c55ca74/300x300.jpg
Epicerie Salée,f7ba97c1-7abf-4dc9-b07c-fdee8426c73a,MPX_3500098,Regent's Park bagels sésame 250g,4.65,18.6,"['Produits du monde', 'Royaume-Uni - UK', 'Biscuits, Confitures et Pâtes à tartiner']",REGENT'S PARK,True,False,false,1.0,WEEK,250g,['Produit végétarien'],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/8c6e7ed2-0c6c-40b8-8160-80ff79aa1aaf/300x300.jpg
Epicerie Salée,4c40d2c9-fde7-47d6-8d55-d00508071378,MPX_2835863,Barilla sauce tomates cuisinées 400g,1.95,4.88,"['Promotions', 'Les promos à ne pas manquer', 'Le 2ème à moins 50%']",Barilla,True,False,false,6.0,MONTH,400g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/83ed32a1-edd1-486a-95fa-11b7e81265a7/300x300.jpg
Epicerie Salée,915df9fd-6e72-4821-a381-6b5e5b976985,MPX_4003949,Monoprix Gourmet Chips de Sarrasin 100g,4.65,46.5,"['Epicerie Salée', 'Produit apéritif', 'Chips et Biscuit Apéritif', 'Chips']",Monoprix Gourmet,True,False,false,1.0,MONTH,100g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/ee4c0cf0-5c00-4c24-992b-35bd118592cf/300x300.jpg
Epicerie Salée,980a2a67-036c-4e9d-811d-ef9cf34076e8,MPX_3046976,Atelier Blini Houmous Bio 160G,4.49,28.06,"['Epicerie Salée', 'Produit apéritif', 'Tartinable et Produit de la Mer', 'Houmous et Tarama']",Atelier Blini,True,False,false,6.0,DAY,160g,['Produit bio'],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/a06fb829-04b3-4258-8e98-14f84b53738e/300x300.jpg
Epicerie Salée,ed7d69d8-5848-4cfe-9e15-def6c278029e,MPX_3165213,Liebig PurSoup' Velouté de potiron 2x30 cl,2.95,4.92,"['Promotions', 'Promo Epicerie', 'Promo Epicerie Salée']",Liebig,True,False,false,2.0,MONTH,600ml,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/df16b0ba-98a6-4c37-b0ed-576da060d121/300x300.jpg
Epicerie Salée,502c1493-ce2e-419c-8728-d7a044b72feb,MPX_3046516,Heinz Mayonnaise American style 215g,2.79,12.98,"['Epicerie Salée', 'Sauce et Base culinaire', 'Mayonnaise, Ketchup et Autres', 'Mayonnaise']",Heinz,True,False,false,2.0,MONTH,215g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/71d2c5ed-3bfa-4481-9af0-273419924b23/300x300.jpg
Epicerie Salée,f6fad7d1-8a54-4624-bff3-8e8a21cf6d08,MPX_3165214,Liebig PurSoup' Velouté de légumes du soleil 2 x 30 cl,2.99,4.98,"['Promotions', 'Promo Epicerie', 'Promo Epicerie Salée']",Liebig,True,False,false,2.0,MONTH,600ml,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/f2497f06-06d9-4f53-83e6-fd6e7d055a08/300x300.jpg
Epicerie Salée,ba2ed561-0158-4b67-a8e4-8b3f54ad3823,MPX_3392181,Maggi Bouillon BIO Légumes 80g,2.69,33.63,"['Nos recettes', 'Recettes du Monde', '& Ceviche de Dorade Polenta']",MAGGI,True,False,false,2.0,MONTH,80g,['Produit bio'],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/0540645a-dd0d-4da5-a6a1-3394a721e1eb/300x300.jpg
Epicerie Salée,e1496cc8-3f9f-4c84-be71-6c8c43c254ce,MPX_1772854,Kühne Oignons frits boîte 100g,1.85,18.5,"['Nos sélections', 'Inspiration du moment', '& Barbecue', 'Epicerie salée']",Kuhne,True,False,false,2.0,MONTH,100g,['Produit vegan'],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/9d7c8b69-36fa-40a7-b0dc-2c13e35ecaf9/300x300.jpg
Epicerie Salée,f800c424-b3e0-4f89-8105-06e37a7db0a0,MPX_1666234,"Tanoshi Pois wasabi, apéritif japonais 100g",2.69,26.9,"['Produits du monde', 'Asie 亚洲', 'Chips, Produits apéritifs et Condiments']",Tanoshi,True,False,false,2.0,MONTH,100g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/0e139963-4f2f-4fef-ad7b-3b97e2e5133f/300x300.jpg
Epicerie Salée,73da215f-17a2-4925-8eeb-585f389206a4,MPX_2336644,Barilla sauce tomates arrabbiata 400g,1.95,4.88,"['Promotions', 'Les promos à ne pas manquer', 'Le 2ème à moins 50%']",Barilla,True,False,false,6.0,MONTH,400g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/f17ec250-1cb7-4f79-9af1-83b972358a60/300x300.jpg
Epicerie Salée,70f249b2-6165-4ff7-b709-135256d6a7bf,MPX_145069,Blini Tarama aux œufs de cabillaud 100g,1.59,15.9,"['Epicerie Salée', 'Produit apéritif', 'Tartinable et Produit de la Mer', 'Houmous et Tarama']",Blini,True,False,false,1.0,WEEK,100g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/8fe9fe58-e803-4bfc-9f95-cff6e3cbf837/300x300.jpg
Epicerie Salée,335231dc-582b-4138-9f63-1a8d5d03f8c1,MPX_1512619,Connétable Thon Blanc Au Naturel 120G,5.45,45.42,"['Epicerie Salée', 'Conserve', 'Conserve de poisson', 'Thon au naturel en conserve']",Connetable,True,False,false,1.0,YEAR,120g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/85b2980b-0b7e-4f45-ac8b-4462df6547cb/300x300.jpg
Epicerie Salée,06ece4fd-371a-4922-8624-3b29f5fd25ba,MPX_1398446,Barilla pates spaghetti au blé complet integrale 500g,1.75,3.5,"['Epicerie Salée', 'Pâte, Riz, Céréale et Purée', 'Pâtes', 'Pâtes longues']",Barilla,True,False,false,6.0,MONTH,500g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/9636bae8-4efe-4508-b874-1e4afc576520/300x300.jpg
Epicerie Salée,5672df49-7070-4943-81d9-7c7b487b3138,MPX_2321622,Barilla sauce tomates provencale 400g,1.99,4.98,"['Promotions', 'Les promos à ne pas manquer', 'Le 2ème à moins 50%']",Barilla,True,False,false,6.0,MONTH,400g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/5c171dc2-bbf2-422c-8a2b-7c4d91791685/300x300.jpg
Epicerie Salée,fb437188-9094-4e00-b9ca-84cfbb63168b,MPX_3379564,"Cassegrain Petits Pois, Tendres Et Fondants 280G",2.19,7.82,"['Promotions', 'Les promos à ne pas manquer', 'Le 2ème à moins 50%']",Cassegrain,True,False,false,1.0,YEAR,280g,['Produit vegan'],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/06d218b6-3f1a-40ac-bd62-4e4b7a818a71/300x300.jpg
