main_category,productId,retailerProductId,name,price_eur,price_per_kg_eur,categoryPath,brand,available,maxQuantityReached,featured,guaranteed_life_quantity,guaranteed_life_unit,size_value,attributes_labels,image_src
Animaux,8c992b55-4159-4b9d-975d-8d9483e7c15b,MPX_1921121,"Purina One Croquettes Chat Stérilisé Au Boeuf Et Blé 1,5Kg",9.95,6.63,"['Animaux', 'Chat', 'Croquettes', 'Stérilisés']",Purina one,True,False,false,6.0,MONTH,1.5kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/eb542b20-e7b1-4910-898f-12c4afa4c8e7/300x300.jpg
Animaux,2bad2639-21a3-45e0-a3c1-a5b75bd528d0,MPX_2064993,"Purina One Croquettes Chat Stérilisé Au Saumon Et Céréales 1,5Kg",9.85,6.57,"['Animaux', 'Chat', 'Croquettes', 'Stérilisés']",Purina one,True,False,false,6.0,MONTH,1.5kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/92e16568-0735-48f3-a70f-1064f28225de/300x300.jpg
Animaux,22f4d79b-a81f-409e-b06c-611e913fb024,MPX_6686550,Ultima Nature Terrine au Saumon 85g,1.09,1.28,"['Animaux', 'Chat', 'Sachets', 'Standard']",ULTIMA NATURE,True,False,false,6.0,MONTH,0.85kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/b9a73dca-1437-4830-b67c-d3eada270403/300x300.jpg
Animaux,b96d7d3e-b536-43dd-bec8-18b2abea28fb,MPX_6714161,Ultima Nature Terrine Poulet & Bœuf 4x85g,4.09,12.03,"['Animaux', 'Chat', 'Sachets', 'Standard']",ULTIMA NATURE,True,False,false,6.0,MONTH,4 x 85g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/b9e020c3-fb98-46d2-9efc-5ceb980e4cc3/300x300.jpg
Animaux,d009f472-95c8-4b3f-abd8-acb2bb4df2cc,MPX_4788085,Petty Well Croquette pour Chat Poulet et petits légumes 1kg,9.09,9.09,"['Animaux', 'Chat', 'Croquettes', 'Adultes']",Petty Well,True,False,false,6.0,MONTH,1kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/41c1133c-a6bb-4d4d-bfda-6db86684451e/300x300.jpg
Animaux,b49b7a82-0a27-4c7a-9e22-f86ad2b7f0f6,MPX_6596291,Petty Well mijoté au poulet pour chat 85g,1.39,16.35,"['Animaux', 'Chat', 'Boites et Barquettes', 'Standard']",Petty Well,True,False,false,6.0,MONTH,0.085kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/2089154a-445c-42ec-9d40-77633e4da7ad/300x300.jpg
Animaux,17fe53dd-5418-4811-9e09-27a2b6b41927,MPX_4788084,Petty Well Croquette pour chat saumon et petits légumes 1kg,8.99,8.99,"['Animaux', 'Chat', 'Croquettes', 'Adultes']",Petty Well,True,False,false,6.0,MONTH,1000g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/db11f0c2-a708-4d00-b2ff-91b1381b850f/300x300.jpg
Animaux,0fe77782-bec5-4fa2-ab53-3aa047fcee33,MPX_3859604,"Purina One Croquettes pour Chien Mini -10kg Contrôle du Poids 1,5kg",7.09,4.73,"['Animaux', 'Chien', 'Croquettes', 'Petits Chiens (moins de 10 kilos)']",Purina,True,False,false,1.0,MONTH,1.5kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/772d3fe5-a34c-4ab2-aab8-dd2854bfb609/300x300.jpg
Animaux,eeb9bc13-1072-431c-981c-385b866652f2,MPX_4788086,Petty well croquettes chien petite taille au poulet 1kg,9.39,9.39,"['Animaux', 'Chien', 'Croquettes', 'Petits Chiens (moins de 10 kilos)']",Petty Well,True,False,false,6.0,MONTH,1kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/8ff4d2c1-1964-49b5-8725-80eb0ff0fb98/300x300.jpg
Animaux,40735017-b24c-468f-8220-f818184aaba0,MPX_2753156,Catsan Litière Minérale Agglomérante Pour Chat 5L,6.29,1.26,"['Animaux', 'Chat', 'Litière']",Catsan,True,False,false,,,5L,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/cf0f0010-95e3-49a7-ab66-a66f588e4806/300x300.jpg
Animaux,c51ae972-f368-412d-91d4-c9744f462c10,MPX_2482411,Catsan Hygiène Plus Litière Minérale Pour Chat 10l,7.59,1.57,"['Animaux', 'Chat', 'Litière']",Catsan,True,False,false,1.0,YEAR,4.844kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/4e2fd863-e3ec-4def-a933-db86f9285b85/300x300.jpg
Animaux,023aa724-7ce8-4804-aef9-c1a362e87e80,MPX_4220143,Sheba Filets Au Poulet Et Au Thon Msc Pour Chat Adulte 60G,1.59,26.5,"['Animaux', 'Chat', 'Boites et Barquettes', 'Standard']",Sheba,True,False,false,6.0,MONTH,60g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/cecfa28c-a83b-48c9-a43e-5b7f3dadbf90/300x300.jpg
Animaux,fb864f52-c4d9-48eb-99df-dba306aaa12d,MPX_4215344,Sheba Filets Les Effilés de Poulet pour chat adulte 60g,1.59,26.5,"['Animaux', 'Chat', 'Boites et Barquettes', 'Standard']",Sheba,True,False,false,6.0,MONTH,60g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/713b05d0-8bad-4341-8e75-f201e2dc17bf/300x300.jpg
Animaux,7375ea00-31dd-47b3-967e-109c8f135405,MPX_1524169,Monoprix Je suis vert litière végétale 10L,5.99,0.6,"['Mes marques Monoprix', 'Monoprix Je suis Vert']",MONOP PROD. VERTS,True,False,false,,,10L,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/f7475eaa-9754-48c5-ab1c-9c35ea823c67/300x300.jpg
Animaux,c4aa16c5-143a-457d-b547-d885b70cca3b,MPX_2426976,Purina One Pâtée Chat stérilisé au saumon et dinde 4x85g,2.95,8.68,"['Animaux', 'Chat', 'Sachets', 'Premium']",Purina one,True,False,false,6.0,MONTH,340g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/c5e60ea4-6725-4035-b49a-3720cae3adcd/300x300.jpg
Animaux,b5649d07-9b77-4647-bfa5-f8e3902a9f6c,MPX_2355597,Sheba Délices du Jour Pâtée sauce à la volaille pour chat 6x50g,3.99,13.3,"['Animaux', 'Chat', 'Sachets', 'Premium']",Sheba,True,False,false,6.0,MONTH,300g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/8267ffa8-2167-4aaa-bf02-6445b8b3619b/300x300.jpg
Animaux,66ce0d91-7c33-4713-aa42-d36ecd51f461,MPX_2216046,Catisfactions Friandises Au Saumon Pour Chat Et Chaton 60G,1.65,27.5,"['Animaux', 'Chat', 'Friandises']",Catisfactions,True,False,false,6.0,MONTH,60g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/deebc848-198c-4cd6-9daa-68d723a95fda/300x300.jpg
Animaux,fcf1f772-7bf8-45c4-a9c9-deb343f2a609,MPX_1538473,Purina Gourmet Perle Pâtée pour chat Les Plaisirs de la mer 4 x 85g,2.95,8.68,"['Animaux', 'Chat', 'Sachets', 'Premium']",Gourmet,True,False,false,6.0,MONTH,340g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/7970de3f-e37f-423f-b573-c4817613151a/300x300.jpg
Animaux,36dd321c-46df-440a-b9e3-e81ed78060f4,MPX_3821680,Edgard&Cooper Barquette Chien Adulte Edgard & Cooper Naturelle Sans Céréales Poulet & Dinde - 100G,1.19,11.9,"['Animaux', 'Chien', 'Repas', 'Boites et barquettes']",Edgard & Cooper,True,False,false,2.0,MONTH,100g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/3af3bc62-8c48-482b-8218-a3f1badba3cb/300x300.jpg
Animaux,826b3f5f-95ef-49cd-a7e5-fdf004c62bd0,MPX_2426982,Purina One Pâtée Chat d'intérieur au thon et veau 4x85g,2.95,8.68,"['Animaux', 'Chat', 'Sachets', 'Premium']",Purina one,True,False,false,6.0,MONTH,340g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/b4b855fe-6011-4a87-b27f-066a7f29f6b0/300x300.jpg
Animaux,db2718c2-7336-4729-8968-1bfb6fde2a08,MPX_952189,Purina Gourmet Gold Les Mousselines Mousses pour Chat 12x85g,7.69,7.54,"['Animaux', 'Chat', 'Boites et Barquettes', 'Premium']",Gourmet,True,False,false,6.0,MONTH,1.02kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/bc6d88b0-8ddf-4f1e-8b9a-1b15d500fd90/300x300.jpg
Animaux,fef0f0d9-280d-4bb4-852f-42316628955c,MPX_2823807,Catisfactions Friandises au poulet pour chat et chaton 60g,1.65,27.5,"['Animaux', 'Chat', 'Friandises']",Catisfactions,True,False,false,6.0,MONTH,60g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/33efe5a7-5669-427e-98b0-135c02f54741/300x300.jpg
Animaux,17f74b60-bc02-4b94-8fad-eec139bc414c,MPX_2355596,Sheba Sachets Délices du jour en sauce au poisson pour chat 6x50g,3.99,13.3,"['Animaux', 'Chat', 'Sachets', 'Premium']",Sheba,True,False,false,6.0,MONTH,6 x 50g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/80b6d0be-950a-43f1-a7ca-9875d43b35e5/300x300.jpg
Animaux,71c9e856-b826-4119-b679-53fc65faf096,MPX_3513967,Catsan Litière Agglomérante Végétale Pour Chat 5L,7.39,1.48,"['Animaux', 'Chat', 'Litière']",Catsan,True,False,false,1.0,YEAR,5L,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/341ad029-4cc9-4a52-a9b5-ab06220c11fd/300x300.jpg
Animaux,1c78bf40-9cfe-4ffd-a969-ef697e4cbca5,MPX_2063762,Sheba Mini Filets En Sauce Aux Poissons Pour Chat 4X85G,3.45,10.15,"['Animaux', 'Chat', 'Sachets', 'Premium']",Sheba,True,False,false,6.0,MONTH,340g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/820f505f-9eb3-448e-84b4-ad0dd6f89886/300x300.jpg
Animaux,ad6a83c8-75cf-4adb-a0fb-65f06e724980,MPX_4215342,Sheba Soupe Sachets fraîcheur aux filets de Poulet pour Chat 4x40g,3.45,21.56,"['Animaux', 'Chat', 'Sachets', 'Standard']",Sheba,True,False,false,6.0,MONTH,160g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/3b78df97-d838-4c35-9216-285a5ec2a440/300x300.jpg
Animaux,c3833bf5-a441-4c35-998d-2dfd0bc31039,MPX_2426979,"Purina One Pâtée Chat Adulte Poulet, Bœuf - 4 X 85 G",2.95,8.68,"['Animaux', 'Chat', 'Sachets', 'Premium']",Purina one,True,False,false,6.0,MONTH,340g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/da621173-c8ff-47b0-9349-9d65bd523f33/300x300.jpg
Animaux,e2a3affa-ad95-4508-9f25-89f6a4df080b,MPX_2135909,Monoprix Emincés En Sauce 4 Recettes Pour Chat 12x100g,5.79,4.82,"['Animaux', 'Chat', 'Sachets']",Monoprix,True,False,false,6.0,MONTH,1.2kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/449f18fe-5989-4d9a-aa1e-539086a68f0a/300x300.jpg
Animaux,d0498f4e-f115-4afd-aa09-568444ff3763,MPX_3821679,"Edgard & Cooper Pâté pour chien adulte Agneau et Boeuf
100 g",1.19,11.9,"['Animaux', 'Chien', 'Repas', 'Boites et barquettes']",Edgard cooper,True,False,false,2.0,MONTH,100g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/3b54ae10-fd96-4941-a667-31e7e36c9703/300x300.jpg
Animaux,d9b27e92-30d6-4660-84d8-14369474723f,MPX_3173736,Perfect Fit Indoor Pâtée En Sauce Poulet Saumon Chat Stérilisé D'Intérieur 4X85G,3.69,10.85,"['Animaux', 'Chat', 'Sachets', 'Premium']",Perfect Fit,True,False,false,6.0,MONTH,340g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/3918c897-8d42-4ce8-9278-54ded9a60eed/300x300.jpg
Animaux,0a16b995-e62f-4340-a67a-5a6abe463289,MPX_1047,Cesar Barquette poulet en terrine pour chien 300g,2.35,7.83,"['Animaux', 'Chien', 'Repas', 'Boites et barquettes']",Cesar,True,False,false,6.0,MONTH,300g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/ff00d7de-10fe-4e14-913a-69a2b62519a9/300x300.jpg
Animaux,241bb2ec-5f6a-4d96-90a9-ff1475761b8c,MPX_2412990,Vitakraft Litière Verte 5l,4.79,0.96,"['Animaux', 'Chat', 'Litière']",Vitakraft,True,False,false,,,5L,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/ef2d9f4f-cb01-4d6e-8af6-1c5b2200eca6/300x300.jpg
Animaux,46a0bc1a-f83b-425f-afeb-ddba47824092,MPX_4215340,Sheba Soupe au Thon pour Chat 4x40g,4.29,26.81,"['Animaux', 'Chat', 'Sachets', 'Standard']",Sheba,True,False,false,6.0,MONTH,160g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/5adc18a2-8d76-46cf-bcfb-dd3da7cb3a0d/300x300.jpg
Animaux,fb7eb4bd-70b7-451b-b066-d715319d4235,MPX_1254373,Purina Gourmet Perle Les Filettines en Sauce Pâtée pour Chat 4x85g,2.95,8.68,"['Animaux', 'Chat', 'Sachets', 'Premium']",Gourmet,True,False,false,6.0,MONTH,340g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/a344b03e-f7d6-4ee8-8499-5892504e6d8e/300x300.jpg
Animaux,ffe4ffcb-9942-4485-9290-99f3e1a0dc11,MPX_2503,Pedigree Biscrok Biscuits multi mix pour chien 500g,2.09,4.18,"['Animaux', 'Chien', 'Friandises et Biscuits']",Pedigree,True,False,false,6.0,MONTH,500g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/eeab26ff-e30d-4529-bb9d-d84656f233a3/300x300.jpg
Animaux,da01c335-15a9-4a33-9345-49c9b55892c3,MPX_3821692,Purina Gourmet Nature'S Creation Au Poulet Et Dinde Multipack 8x 85g,7.55,11.1,"['Animaux', 'Chat', 'Boites et Barquettes', 'Premium']",PURINA,True,False,false,6.0,MONTH,680g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/9e74c0b1-4edb-405b-9849-a984a67daabb/300x300.jpg
Animaux,f84c8e6e-9c32-4c00-adc4-f46dcd69066e,MPX_1467324,Purina One Croquettes Chat Stérilisé Au Boeuf Et Blé 450G,3.59,7.98,"['Animaux', 'Chat', 'Croquettes', 'Stérilisés']",Purina one,True,False,false,6.0,MONTH,450g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/d8dbf1ff-71cf-4843-bbae-826b0ebfc7b2/300x300.jpg
Animaux,b599967a-d602-49c0-be26-47a5e37c38dc,MPX_1651559,Purina Gourmet Perle Les Filettines Avec des légumes 4x85g,2.49,7.32,"['Animaux', 'Chat', 'Sachets', 'Premium']",Gourmet,True,False,false,6.0,MONTH,340g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/1426f261-05cd-4713-8f01-ea3d53bfa161/300x300.jpg
Animaux,cd50c1c2-3af6-498f-8f89-d23fb8067bc1,MPX_1259124,Purina One Croquettes Chat Sensible À La Dinde 450G,3.75,8.33,"['Animaux', 'Chat', 'Croquettes', 'Besoins spécifiques']",Purina one,True,False,false,6.0,MONTH,450g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/76b693ad-17a1-473e-ad01-59a32d6e9919/300x300.jpg
Animaux,405f1032-52e4-4f0a-9add-c16e476a4cc5,MPX_2216737,Purina Gourmet Perle Pâtée Pour Chat Duo De La Mer 4 X 85g,3.25,9.56,"['Animaux', 'Chat', 'Sachets', 'Premium']",Gourmet,True,False,false,1.0,MONTH,340g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/28d5670f-8271-451d-ae48-49fcf14acdb5/300x300.jpg
Animaux,41f154dc-98c4-47eb-afed-6e1db6931c1b,MPX_3860292,Pedigree Sachets fraîcheur en gelée petit chien 12x100g,6.69,5.57,"['Animaux', 'Chien', 'Repas', 'Sachets']",Pedigree,True,False,false,6.0,MONTH,1.2kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/da75b121-19b6-4251-94a2-ae174b19a21b/300x300.jpg
Animaux,3e82bec2-4311-4e68-9419-4e4e2809a5d0,MPX_3860286,Cesar Ces Barq Minifil Sauce 8X150G,8.19,6.82,"['Animaux', 'Chien', 'Repas', 'Boites et barquettes']",CESAR,True,False,false,6.0,MONTH,1.2kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/4bbfcfe7-8cec-49db-b97d-d9b3cd7d898a/300x300.jpg
Animaux,86ad2977-7106-45c2-b931-addc004c215d,MPX_1351772,Vitakraft Le Stick De Boeuf,1.15,95.83,"['Animaux', 'Chien', 'Friandises et Biscuits']",Vitakraft,True,False,false,1.0,YEAR,12g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/657b1b8d-bce1-4d58-95df-e21f8bfb5351/300x300.jpg
Animaux,994b5bd9-3783-458e-8896-163a66d540b1,MPX_734018,Vitakraft Vitakraft Copeaux Parf Fruit Bois 20L,3.39,3.77,"['Animaux', 'Lapin, Hamster et Autres Rongeurs', 'Habitat']",Vitakraft,True,False,false,,,900ml,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/b9bd0297-777e-46bd-87a4-88db2f865229/300x300.jpg
Animaux,885c119f-317a-4ed8-bd6a-752a3d12313d,MPX_2080040,Fido Croquettes Pour Moyens Et Petits Chiens Bœuf Et Légumes 1 kg,3.99,3.99,"['Animaux', 'Chien', 'Croquettes', 'Moyens et Grands Chiens (plus de 10 kilos)']",Fido,True,False,false,2.0,MONTH,1kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/4b689352-5a65-4bf6-97aa-a47a83275d90/300x300.jpg
Animaux,2885f949-2f00-4b3c-8ffc-7313e9b86764,MPX_3821690,Purina Felix Succulent Grill Sélection Poisson 12x 80g,6.99,7.28,"['Animaux', 'Chat', 'Sachets', 'Standard']",PURINA,True,False,false,6.0,MONTH,960g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/fba6937e-cc78-4e13-b929-d091e9ceaba8/300x300.jpg
Animaux,17f6d808-c6e6-439d-9f87-b8c9952bd11e,MPX_3342527,Pedigree Sachets fraîcheur en sauce petit chien 12x100g,8.09,6.74,"['Animaux', 'Chien', 'Repas', 'Sachets']",Pedigree,True,False,false,6.0,MONTH,1.2kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/4bbc1b78-2a97-4b8a-955d-18b735c0c491/300x300.jpg
Animaux,054636dc-a624-4fb2-94c8-cbb63c1623e2,MPX_3860297,"Pedigree Dentastix Bâtonnets pour grand chien 1,08kg",9.99,9.25,"['Animaux', 'Chien', 'Hygiène bucco-dentaire']",Pedigree,True,False,false,6.0,MONTH,1.08kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/4fbb383a-7ce6-4bda-8755-3c2be1091111/300x300.jpg
Animaux,8a6ba86b-2fc2-42b7-98a6-52e274834543,MPX_6726548,Vitakraft Bâtonnets à Mâcher 22cm P/1 *10 180g,6.19,34.39,"['Animaux', 'Chien', 'Friandises et Biscuits']",Vitakraft,True,False,false,6.0,MONTH,180g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/36ef198c-c064-45d0-b8d4-ef37d201e589/300x300.jpg
Animaux,cdcdf7ed-ad4c-4805-b480-0dcb064781fe,MPX_6743365,Cesar Terrine au Poulet garni de Petits Pois & de carottes 100g - Chien Adulte,1.19,11.9,"['Animaux', 'Chien', 'Repas', 'Boites et barquettes']",CESAR,True,False,false,6.0,MONTH,100g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/d3dec375-c088-40dc-8308-8a7902e67aff/300x300.jpg
Animaux,c2e5e922-3931-4323-897f-c23d7bb1e439,MPX_3860285,Crave Terrine Saumon & Dinde pour Chiens adultes sans Céréales 300g,3.79,12.63,"['Animaux', 'Chien', 'Repas', 'Boites et barquettes']",Crave,True,False,false,6.0,MONTH,300g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/46665926-deaf-4ea4-92ba-a35ec6a97554/300x300.jpg
Animaux,43e1b1f5-d693-47a8-a2ea-445d400e8aba,MPX_3873249,"Purina One Croquettes pour Chien Mini -10kg au Bœuf 1,5kg",8.19,5.46,"['Animaux', 'Chien', 'Croquettes', 'Petits Chiens (moins de 10 kilos)']",PURINA,True,False,false,6.0,MONTH,1.5kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/61cabd5e-2ae0-490e-9bc5-0b10b7627e49/300x300.jpg
Animaux,c76b12e1-972e-48b3-a8f0-e9f9d73e1a2e,MPX_4231384,Bâtonnets à Mâcher Pure Chicken Bonas au Poulet & Fromage 80g,2.99,37.38,"['Animaux', 'Chien', 'Friandises et Biscuits']",Vitakraft,True,False,false,6.0,MONTH,80g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/13917155-f180-41b4-8a30-24df2ea4c579/300x300.jpg
Animaux,95d68e16-92ea-4ac9-b9bd-f4dd2a6fb1be,MPX_6615093,Nestor Bio Croquette sans céréales pour chaton Volaille Bio 400g,5.69,14.23,"['Bio', 'Alimentation animaux bio', 'Alimentation chat bio']",NESTORBIO,True,False,false,6.0,MONTH,400g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/7a8346a3-cb76-498b-a88c-afc9aca83f1c/300x300.jpg
Animaux,b2a392d4-acfd-4ded-a5b4-b2312e318157,MPX_3525456,Vitakraft Baguette Plast+ Souris Peluche x1,2.29,2.29,"['Animaux', 'Chat', 'Jouets']",Vitakraft,True,False,false,1.0,DAY,1kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/b6d1b416-ce3b-464e-a0b7-fd820c218073/300x300.jpg
Animaux,b9c6d530-5acf-42c2-a457-a2cd16f379fd,MPX_3537075,"Purina One Dualnature Croquettes Chat Stérilisé Au Boeuf 1,4Kg",9.99,7.14,"['Animaux', 'Chat', 'Croquettes', 'Stérilisés']",Purina,True,False,false,6.0,MONTH,1.4kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/b5999a11-4657-4acf-8807-0b18d2853444/300x300.jpg
Animaux,879571e5-7370-48a6-92d6-fdc8cc9c3f94,MPX_3173652,Purina One Pâtée Chat stérilisé au poulet et boeuf 4x85g,3.19,9.38,"['Animaux', 'Chat', 'Sachets', 'Premium']",Purina one,True,False,false,2.0,MONTH,340g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/520bf46c-ced7-4a61-be41-6567419a1205/300x300.jpg
Animaux,f89dd1d5-7f2b-4c6b-8c9a-08cd9b5c4ea9,MPX_3416648,Vitakraft Os De Jambon Pour Chiens 300G,3.39,3.39,"['Animaux', 'Chien', 'Friandises et Biscuits']",Vitakraft,True,False,false,6.0,MONTH,,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/d0a5282d-03b1-4760-8c7b-215e5a5fab6f/300x300.jpg
Animaux,e657cdbd-9cf0-4d59-adf1-aa52889abcc2,MPX_4123790,Edgar Cooper Croquettes Saumon Norvégien 1Kg,9.99,9.99,"['Animaux', 'Chien', 'Croquettes', 'Moyens et Grands Chiens (plus de 10 kilos)']",Edgard Cooper,True,False,false,1.0,DAY,1kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/6e1a6a3d-5a63-4033-9bfa-3911b6618d9f/300x300.jpg
Animaux,532d75f8-1773-46b6-ac58-78f995f4ce71,MPX_3403649,Nestor Bio Croquettes Bio Allegées Pour Chat Stérillisé 2Kg,24.5,12.25,"['Animaux', 'Chat', 'Croquettes', 'Besoins spécifiques']",NESTORBIO,True,False,false,6.0,MONTH,2kg,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/72f8b1a6-0b97-4e98-a97a-35ec1dd0c28f/300x300.jpg
Animaux,98cfd5fa-0724-4dcf-9833-96043205f407,MPX_3821711,MEAT ME! Poulet 60 g,3.19,53.17,"['Animaux', 'Chien', 'Friandises et Biscuits']",Vitakraft,True,False,false,6.0,MONTH,60g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/6ad5191e-ccd1-437f-9610-e937af65c724/300x300.jpg
Animaux,a6572b0f-a892-42af-b946-18a8e4537075,MPX_4111063,Vitakraft Bac litière ovale 50cm,7.09,7.09,"['Animaux', 'Chat', 'Litière']",Vitakraft,True,False,false,1.0,YEAR,,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/4329b9a0-cac1-478e-8668-677b2efaeb43/300x300.jpg
Animaux,6b359aac-251c-491a-b011-cc8b544118a8,MPX_6307808,Whiskas sachets fraîcheur poissons favoris en gelée pour chat adulte 4x 85g,2.75,8.09,"['Animaux', 'Chat', 'Sachets', 'Standard']",Whiskas,True,False,false,6.0,MONTH,4 x 85g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/7c0750e5-8ca2-424f-b731-648705da1b2b/300x300.jpg
Animaux,89a7bf11-03fe-49fe-a565-6451a7aa38a2,MPX_3821712,MEAT ME! Bœuf 60 g,3.19,53.17,"['Animaux', 'Chien', 'Friandises et Biscuits']",Vitakraft,True,False,false,6.0,MONTH,60g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/a8844cbb-bdc2-4537-9ef4-807b49ba74b6/300x300.jpg
