id,stock,available,title,packaging,brand,product_price,crossed_out_price,unit_price,kilo_litre_price,category
73258,0,True,Muesli croustillant aux fruits et aux graines BIO,le sachet de 500 g,"Chabrior Bio, une marque Intermarché",4.22,,8.44,,Céréales et Barres de céréales Bio
71802,14,True,Chocolat noir 85% Madagascar BIO,la tablette de 100 g,Ethiquable,2.7,,27.0,,Confiseries et Chocolats Bio
42224,1,True,Chocolat noir 75% Pérou Bio & équitable,la tablette de 100g,Alter Eco,2.94,,29.4,,Confiseries et Chocolats Bio
41569,12,True,Chocolat noir Dégustation BIO,la tablette de 100 g,"Ivoria Bio, une marque Intermarché",1.68,,16.8,,Confiseries et Chocolats Bio
52235,17,True,Chocolat noir 70% Pérou BIO,la tablette de 100 g,Ethiquable,2.75,,27.5,,Confiseries et Chocolats Bio
44097,9,True,Chocolat noir dessert BIO,la tablette de 200 g,"Ivoria Bio, une marque Intermarché",3.74,,18.7,,Confiseries et Chocolats Bio
55143,9,True,Chocolat noir 72% Haïti BIO,la tablette de 100 g,Ethiquable,2.86,,28.6,,Confiseries et Chocolats Bio
42225,12,True,Chocolat noir 90% Pérou Bio & équitable,la tablette de 100g,Alter Eco,2.89,,28.9,,Confiseries et Chocolats Bio
41568,7,True,Chocolat au lait dégustation BIO,la tablette de 100 g,"Ivoria Bio, une marque Intermarché",1.97,,19.7,,Confiseries et Chocolats Bio
141133,16,True,Tablette de chocolat noir bio,La tablette de 170g,Nestlé Dessert,4.21,,24.76,,Confiseries et Chocolats Bio
104058,2,True,Chocolat noir 74% Côte d'Ivoire BIO,la tablette de 100 g,Ethiquable,3.01,,30.1,,Confiseries et Chocolats Bio
85219,38,True,Chocolat noir caramel pointe de sel BIO,la tablette de 100 g,Ethiquable,2.92,,29.2,,Confiseries et Chocolats Bio
102536,16,True,Chocolat noir Origine Pérou 85% BIO,la tablette de 100 g,"Ivoria Bio, une marque Intermarché",2.41,,24.1,,Confiseries et Chocolats Bio
29509,11,True,Chocolat noir écorces d'oranges Bio & équitable,la tablette de 100g,Alter Eco,2.9,,29.0,,Confiseries et Chocolats Bio
78019,4,True,Chocolat noir quinoa BIO,la tablette de 100 g,Ethiquable,2.92,,29.2,,Confiseries et Chocolats Bio
54359,41,True,Chocolat au lait nature BIO,la tablette de 100 g,Ethiquable,2.44,,24.4,,Confiseries et Chocolats Bio
94928,9,True,Chocolat noir gingembre confit BIO,la tablette de 100 g,Ethiquable,2.92,,29.2,,Confiseries et Chocolats Bio
59569,9,True,Chocolat noir aux amandes entières Bio & équitable,la tablette de 200g,Alter Eco,5.63,,28.15,,Confiseries et Chocolats Bio
111343,11,True,Chocolat noir Togo 95% Bio,la tablette de 100g,Alter Eco,3.17,,35.22,,Confiseries et Chocolats Bio
153832,8,True,Chocolat lait 53% Guatemala BIO,la tablette de 100 g,Ethiquable,3.17,,31.7,,Confiseries et Chocolats Bio
81013,11,True,Chocolat au lait 50% Madagascar BIO,la tablette de 100 g,Ethiquable,3.31,,33.1,,Confiseries et Chocolats Bio
65600,9,True,Chocolat noir noisettes entières Bio & équitable,la tablette de 200g,Alter Eco,5.64,,28.2,,Confiseries et Chocolats Bio
89980,13,True,Chocolat noir 98% Equateur BIO,la tablette de 100 g,Ethiquable,3.11,,31.1,,Confiseries et Chocolats Bio
48840,5,True,Chocolat noir 80% Equateur BIO,la tablette de 100 g,Ethiquable,2.83,,28.3,,Confiseries et Chocolats Bio
209336,7,True,Chocolat noir 76% Togo BIO,la tablette de 100g,Ethiquable,3.3,,33.0,,Confiseries et Chocolats Bio
93728,5,True,Chocolat au lait éclats de noisettes BIO,la tablette 100 g,"Ivoria Bio, une marque Intermarché",2.88,,28.8,,Confiseries et Chocolats Bio
98645,15,True,Chocolat noir saveur orange BIO,la tablette de 100 g,"Ivoria Bio, une marque Intermarché",2.54,,25.4,,Confiseries et Chocolats Bio
152491,22,True,Tablette de chocolat noir corsé bio,La tablette de 170g,Nestlé Dessert,4.22,,24.82,,Confiseries et Chocolats Bio
75247,3,True,Chocolat noir amandes et Cranberries BIO,la tablette de 200g,"Ivoria Bio, une marque Intermarché",4.33,,21.65,,Confiseries et Chocolats Bio
180765,0,True,Chocolat noir Gianduja aux éclats de noisettes BIO,La tablette de 100g,Ethiquable,2.98,,29.8,,Confiseries et Chocolats Bio
77028,0,True,Chocolat lait riz soufflé BIO,la tablette de 100 g,Ethiquable,2.88,,28.8,,Confiseries et Chocolats Bio
153834,0,True,Chocolat noir 78% Guatemala BIO,la tablette de 100 g,Ethiquable,3.05,,30.5,,Confiseries et Chocolats Bio
48835,9,True,Pain de mie farine complète BIO,le paquet de 500g,La Boulangère,2.64,,5.28,,Pain de mie et Galette de céréales Bio
54356,9,True,Pain de mie grandes tranches céréales et graines BIO,le paquet de 500g,La Boulangère,3.2,,6.4,,Pain de mie et Galette de céréales Bio
17764,5,True,Galettes riz complet BIO,le paquet de 130 g,"Regain Bio, une marque Intermarché",0.91,,7.0,,Pain de mie et Galette de céréales Bio
72398,9,True,Tartines craquantes sarrasin BIO,la boite de 150 g,Jardin Bio étic,2.49,,16.6,,Pain de mie et Galette de céréales Bio
101796,11,True,Pains grillés blé complet BIO,la boite de 12 tranches - 250 g,"Chabrior Bio, une marque Intermarché",1.69,,6.76,,Pain de mie et Galette de céréales Bio
93926,7,True,Tartines craquantes châtaigne BIO,la boite de 150 g,Jardin Bio étic,2.82,,18.8,,Pain de mie et Galette de céréales Bio
5728,5,True,Pain complet 3 céréales Bio,le paquet de 500g,Bjorg,2.95,,5.9,,Pain de mie et Galette de céréales Bio
94902,12,True,Galettes extra-fines maïs Bio,le paquet de 130g,Bjorg,1.73,,13.31,,Pain de mie et Galette de céréales Bio
59679,14,True,Galettes riz chocolat lait Bio,le paquet de 90g,Bjorg,3.76,,41.78,,Pain de mie et Galette de céréales Bio
30975,9,True,Pain complet seigle Bio prétranché,le paquet de 500g,Bjorg,3.27,,6.54,,Pain de mie et Galette de céréales Bio
91300,1,True,Toasts de riz chocolat au lait BIO,le paquet de 100 g,"Regain Bio, une marque Intermarché",1.58,,15.8,,Pain de mie et Galette de céréales Bio
39547,1,True,Demi-baguettes de campagne précuites BIO,le paquet de 2 de 125g - 250g,"Chabrior Bio, une marque Intermarché",2.66,,10.64,,Pain de mie et Galette de céréales Bio
94840,0,True,Galettes riz complet Bio,le paquet de 130g,Bjorg,1.8,,13.85,,Pain de mie et Galette de céréales Bio
135384,6,True,Tartines quinoa et graines BIO,le sachet de 450g,La Boulangère,3.87,,8.6,,Pain de mie et Galette de céréales Bio
93282,12,True,Galettes maïs au chocolat noir BIO,le paquet de 100 g,"Regain Bio, une marque Intermarché",2.15,,21.5,,Pain de mie et Galette de céréales Bio
111674,2,True,100% mie - Pain de mie Complet Bio sans croûte,le paquet de 13 tranches - 325g,Harrys,4.3,,13.23,,Pain de mie et Galette de céréales Bio
12937,13,True,Tartine multicéréales,la boite de 145g,Céréal Bio,2.03,,14.0,,Pain de mie et Galette de céréales Bio
45392,6,True,Petits pains grillés 5 céréales et 2 graines BIO,le sachet de 225 g,"Chabrior Bio, une marque Intermarché",2.01,,8.93,,Pain de mie et Galette de céréales Bio
134250,7,True,Tartines craquantes multicéréales BIO,la boite de 150 g,Jardin Bio étic,2.53,,16.87,,Pain de mie et Galette de céréales Bio
55282,4,True,Pain grillé blé complet Bio,la boite de 250g,Bjorg,2.77,,11.08,,Pain de mie et Galette de céréales Bio
30978,8,True,Galettes riz sésame Bio,le paquet de 130g,Bjorg,1.7,,13.08,,Pain de mie et Galette de céréales Bio
115575,17,True,Biscottes BIO,la boite de 300 g,"Chabrior Bio, une marque Intermarché",2.42,,8.07,,Pain de mie et Galette de céréales Bio
93280,31,True,Galettes épeautre et son d'avoine BIO,le paquet de 125 g,"Regain Bio, une marque Intermarché",1.32,,10.56,,Pain de mie et Galette de céréales Bio
151665,11,True,Tartines craquantes sarrasin BIO,les 2 sachets de 75 g - 150g,"Regain Bio, une marque Intermarché",2.56,,17.07,,Pain de mie et Galette de céréales Bio
151666,4,True,Tartines craquantes multicéréales BIO,les 2 sachets de 75 g - 150g,"Regain Bio, une marque Intermarché",2.4,,16.0,,Pain de mie et Galette de céréales Bio
16996,10,True,Toasts riz soufflés céréales BIO,le paquet de 140 g,"Regain Bio, une marque Intermarché",1.62,,11.57,,Pain de mie et Galette de céréales Bio
31405,13,True,Galettes épeautre son d'avoine Bio,le paquet de 130g,Bjorg,1.73,,13.31,,Pain de mie et Galette de céréales Bio
94817,8,True,Galettes 4 céréales Bio,le paquet de 130g,Bjorg,1.86,,14.31,,Pain de mie et Galette de céréales Bio
81078,0,True,Galettes maïs BIO,le paquet de 150g,"Regain Bio, une marque Intermarché",1.33,,8.87,,Pain de mie et Galette de céréales Bio
156280,0,True,Pain de seigle complet BIO,le paquet de 500g,"Regain Bio, une marque Intermarché",2.24,,4.48,,Pain de mie et Galette de céréales Bio
39547,1,True,Demi-baguettes de campagne précuites BIO,le paquet de 2 de 125g - 250g,"Chabrior Bio, une marque Intermarché",2.66,,10.64,,Pains Sandwichs et Burgers Bio
72398,9,True,Tartines craquantes sarrasin BIO,la boite de 150 g,Jardin Bio étic,2.49,,16.6,,Biscotte et Pain grillé Bio
93926,7,True,Tartines craquantes châtaigne BIO,la boite de 150 g,Jardin Bio étic,2.82,,18.8,,Biscotte et Pain grillé Bio
101796,11,True,Pains grillés blé complet BIO,la boite de 12 tranches - 250 g,"Chabrior Bio, une marque Intermarché",1.69,,6.76,,Biscotte et Pain grillé Bio
5728,5,True,Pain complet 3 céréales Bio,le paquet de 500g,Bjorg,2.95,,5.9,,Biscotte et Pain grillé Bio
45392,6,True,Petits pains grillés 5 céréales et 2 graines BIO,le sachet de 225 g,"Chabrior Bio, une marque Intermarché",2.01,,8.93,,Biscotte et Pain grillé Bio
30975,9,True,Pain complet seigle Bio prétranché,le paquet de 500g,Bjorg,3.27,,6.54,,Biscotte et Pain grillé Bio
12937,13,True,Tartine multicéréales,la boite de 145g,Céréal Bio,2.03,,14.0,,Biscotte et Pain grillé Bio
134250,7,True,Tartines craquantes multicéréales BIO,la boite de 150 g,Jardin Bio étic,2.53,,16.87,,Biscotte et Pain grillé Bio
55282,4,True,Pain grillé blé complet Bio,la boite de 250g,Bjorg,2.77,,11.08,,Biscotte et Pain grillé Bio
115575,17,True,Biscottes BIO,la boite de 300 g,"Chabrior Bio, une marque Intermarché",2.42,,8.07,,Biscotte et Pain grillé Bio
151665,11,True,Tartines craquantes sarrasin BIO,les 2 sachets de 75 g - 150g,"Regain Bio, une marque Intermarché",2.56,,17.07,,Biscotte et Pain grillé Bio
151666,4,True,Tartines craquantes multicéréales BIO,les 2 sachets de 75 g - 150g,"Regain Bio, une marque Intermarché",2.4,,16.0,,Biscotte et Pain grillé Bio
94902,12,True,Galettes extra-fines maïs Bio,le paquet de 130g,Bjorg,1.73,,13.31,,"Galettes, Riz, Maïs et Céréales Bio"
59679,14,True,Galettes riz chocolat lait Bio,le paquet de 90g,Bjorg,3.76,,41.78,,"Galettes, Riz, Maïs et Céréales Bio"
17764,5,True,Galettes riz complet BIO,le paquet de 130 g,"Regain Bio, une marque Intermarché",0.91,,7.0,,"Galettes, Riz, Maïs et Céréales Bio"
91300,1,True,Toasts de riz chocolat au lait BIO,le paquet de 100 g,"Regain Bio, une marque Intermarché",1.58,,15.8,,"Galettes, Riz, Maïs et Céréales Bio"
94840,0,True,Galettes riz complet Bio,le paquet de 130g,Bjorg,1.8,,13.85,,"Galettes, Riz, Maïs et Céréales Bio"
93282,12,True,Galettes maïs au chocolat noir BIO,le paquet de 100 g,"Regain Bio, une marque Intermarché",2.15,,21.5,,"Galettes, Riz, Maïs et Céréales Bio"
30978,8,True,Galettes riz sésame Bio,le paquet de 130g,Bjorg,1.7,,13.08,,"Galettes, Riz, Maïs et Céréales Bio"
93280,31,True,Galettes épeautre et son d'avoine BIO,le paquet de 125 g,"Regain Bio, une marque Intermarché",1.32,,10.56,,"Galettes, Riz, Maïs et Céréales Bio"
16996,10,True,Toasts riz soufflés céréales BIO,le paquet de 140 g,"Regain Bio, une marque Intermarché",1.62,,11.57,,"Galettes, Riz, Maïs et Céréales Bio"
31405,13,True,Galettes épeautre son d'avoine Bio,le paquet de 130g,Bjorg,1.73,,13.31,,"Galettes, Riz, Maïs et Céréales Bio"
94817,8,True,Galettes 4 céréales Bio,le paquet de 130g,Bjorg,1.86,,14.31,,"Galettes, Riz, Maïs et Céréales Bio"
81078,0,True,Galettes maïs BIO,le paquet de 150g,"Regain Bio, une marque Intermarché",1.33,,8.87,,"Galettes, Riz, Maïs et Céréales Bio"
208397,6,True,Nocciolata - Pâte à tartiner cacao et noisettes BIO,le pot de 650g,Rigoni di Asiago,9.75,,15.0,,"Confiture, Miel et Pâte à tartiner Bio"
41581,0,True,Pâte à tartiner aux noisettes BIO,le pot de 350 g,"Ivoria Bio, une marque Intermarché",3.11,,8.89,,"Confiture, Miel et Pâte à tartiner Bio"
134275,1,True,étic - Pâte à tartiner chocolat noisette BIO,le pot de 750 g,Jardin Bio étic,8.44,,11.25,,"Confiture, Miel et Pâte à tartiner Bio"
23665,4,True,Confiture de fraise au sucre de canne -  BIO,le pot de 360g,"Paquito Bio, une marque Intermarché",1.65,,4.58,,"Confiture, Miel et Pâte à tartiner Bio"
208359,3,True,Nocciolata - Pâte à tartiner cacao et noisettes BIO,le pot de 250g,Rigoni di Asiago,4.3,,17.2,,"Confiture, Miel et Pâte à tartiner Bio"
24327,4,True,étic - Pâte à tartiner chocolat noisette BIO,le pot de 350 g,Jardin Bio étic,4.4,,12.57,,"Confiture, Miel et Pâte à tartiner Bio"
189606,4,True,Pâte à tartiner aux noisettes BIO,le pot de 600 g,"Ivoria Bio, une marque Intermarché",5.26,,8.77,,"Confiture, Miel et Pâte à tartiner Bio"
85009,2,True,Confiture framboise au sucre de canne BIO,le pot de 360 g,"Paquito Bio, une marque Intermarché",3.38,,9.39,,"Confiture, Miel et Pâte à tartiner Bio"
55788,4,True,Confiture myrtille BIO,le pot de 360 g,"Paquito Bio, une marque Intermarché",2.88,,8.0,,"Confiture, Miel et Pâte à tartiner Bio"
178498,1,True,Beurre de cacahuètes smooth,le pot de 340g,Whole Earth,5.68,,16.71,,"Confiture, Miel et Pâte à tartiner Bio"
106957,4,True,Confiture de fraises Bio cuite aux pommes et au chaudron,le pot de 320 g,Lucien Georgelin,3.3,,10.31,,"Confiture, Miel et Pâte à tartiner Bio"
231220,5,True,Beurre de cacahuètes crunchy BIO,le pot de 350 g,Ethiquable,5.56,,15.89,,"Confiture, Miel et Pâte à tartiner Bio"
178497,1,True,Beurre de cacahuètes crunchy,le pot de 340g,Whole Earth,6.0,,17.65,,"Confiture, Miel et Pâte à tartiner Bio"
23666,7,True,Confiture d'abricot BIO,le pot de 360 g,"Paquito Bio, une marque Intermarché",2.44,2.62,6.78,,"Confiture, Miel et Pâte à tartiner Bio"
173305,10,True,La Pâte à tartiner Ouf! cacao noisette BIO,le pot de 200 g,Funky Veggie,4.8,,24.0,,"Confiture, Miel et Pâte à tartiner Bio"
117112,5,True,Pâte à tartiner Bio,le pot de 270g,Alter Eco,3.94,,14.59,,"Confiture, Miel et Pâte à tartiner Bio"
23671,2,True,Marmelade d'orange au sucre de canne BIO,le pot de 360 g,"Paquito Bio, une marque Intermarché",2.7,,7.5,,"Confiture, Miel et Pâte à tartiner Bio"
208756,3,True,Pâte à tartiner praliné BIO,le pot de 200g,Funky Veggie,5.03,,25.15,,"Confiture, Miel et Pâte à tartiner Bio"
173306,19,True,La Pâte à tartiner Ouf! cacao cacahuète BIO,le pot de 200 g,Funky Veggie,4.97,,24.85,,"Confiture, Miel et Pâte à tartiner Bio"
198795,6,True,Beurre de cachuète creamy BIO,Le pot en verre de 500g,Jardin Bio étic,8.06,,16.12,,"Confiture, Miel et Pâte à tartiner Bio"
113870,0,True,étic - Pur beurre de cacahuète BIO,le pot de 350 g,Jardin Bio étic,4.51,,12.89,,"Confiture, Miel et Pâte à tartiner Bio"
113872,0,True,étic - Purée de sésame tahin BIO,le bocal de 350 g,Jardin Bio étic,8.35,,23.86,,"Confiture, Miel et Pâte à tartiner Bio"
98446,0,True,Purée amandes complètes Tunisie BIO,le bocal de 170 g,Ethiquable,6.91,,40.65,,"Confiture, Miel et Pâte à tartiner Bio"
106960,0,True,Confiture myrtille BIO,le pot de 320g,Les recettes cuites au chaudron,3.82,,11.94,,"Confiture, Miel et Pâte à tartiner Bio"
55788,4,True,Confiture myrtille BIO,le pot de 360 g,"Paquito Bio, une marque Intermarché",2.88,,8.0,,Confitures Bio
106957,4,True,Confiture de fraises Bio cuite aux pommes et au chaudron,le pot de 320 g,Lucien Georgelin,3.3,,10.31,,Confitures Bio
23665,4,True,Confiture de fraise au sucre de canne -  BIO,le pot de 360g,"Paquito Bio, une marque Intermarché",1.65,,4.58,,Confitures Bio
23666,7,True,Confiture d'abricot BIO,le pot de 360 g,"Paquito Bio, une marque Intermarché",2.44,2.62,6.78,,Confitures Bio
85009,2,True,Confiture framboise au sucre de canne BIO,le pot de 360 g,"Paquito Bio, une marque Intermarché",3.38,,9.39,,Confitures Bio
23671,2,True,Marmelade d'orange au sucre de canne BIO,le pot de 360 g,"Paquito Bio, une marque Intermarché",2.7,,7.5,,Confitures Bio
106960,0,True,Confiture myrtille BIO,le pot de 320g,Les recettes cuites au chaudron,3.82,,11.94,,Confitures Bio
97951,10,True,Miel de fleurs BIO,le flacon de 500g,Lune de Miel,6.97,,13.94,,Miels Bio
82902,8,True,Miel de fleurs BIO,le flacon de 500 g,"Paquito Bio, une marque Intermarché",6.41,,12.82,,Miels Bio
55787,4,True,Miel de fleurs crémeux BIO,le pot de 500 g,"Paquito Bio, une marque Intermarché",6.32,,12.64,,Miels Bio
14918,1,True,Miel de fleurs BIO,le flacon de 250g,Lune de Miel,4.81,,19.24,,Miels Bio
208397,6,True,Nocciolata - Pâte à tartiner cacao et noisettes BIO,le pot de 650g,Rigoni di Asiago,9.75,,15.0,,Pâtes à tartiner Bio
41581,0,True,Pâte à tartiner aux noisettes BIO,le pot de 350 g,"Ivoria Bio, une marque Intermarché",3.11,,8.89,,Pâtes à tartiner Bio
134275,1,True,étic - Pâte à tartiner chocolat noisette BIO,le pot de 750 g,Jardin Bio étic,8.44,,11.25,,Pâtes à tartiner Bio
189606,4,True,Pâte à tartiner aux noisettes BIO,le pot de 600 g,"Ivoria Bio, une marque Intermarché",5.26,,8.77,,Pâtes à tartiner Bio
208359,3,True,Nocciolata - Pâte à tartiner cacao et noisettes BIO,le pot de 250g,Rigoni di Asiago,4.3,,17.2,,Pâtes à tartiner Bio
24327,4,True,étic - Pâte à tartiner chocolat noisette BIO,le pot de 350 g,Jardin Bio étic,4.4,,12.57,,Pâtes à tartiner Bio
178498,1,True,Beurre de cacahuètes smooth,le pot de 340g,Whole Earth,5.68,,16.71,,Pâtes à tartiner Bio
231220,5,True,Beurre de cacahuètes crunchy BIO,le pot de 350 g,Ethiquable,5.56,,15.89,,Pâtes à tartiner Bio
178497,1,True,Beurre de cacahuètes crunchy,le pot de 340g,Whole Earth,6.0,,17.65,,Pâtes à tartiner Bio
173305,10,True,La Pâte à tartiner Ouf! cacao noisette BIO,le pot de 200 g,Funky Veggie,4.8,,24.0,,Pâtes à tartiner Bio
117112,5,True,Pâte à tartiner Bio,le pot de 270g,Alter Eco,3.94,,14.59,,Pâtes à tartiner Bio
208756,3,True,Pâte à tartiner praliné BIO,le pot de 200g,Funky Veggie,5.03,,25.15,,Pâtes à tartiner Bio
173306,19,True,La Pâte à tartiner Ouf! cacao cacahuète BIO,le pot de 200 g,Funky Veggie,4.97,,24.85,,Pâtes à tartiner Bio
198795,6,True,Beurre de cachuète creamy BIO,Le pot en verre de 500g,Jardin Bio étic,8.06,,16.12,,Pâtes à tartiner Bio
113870,0,True,étic - Pur beurre de cacahuète BIO,le pot de 350 g,Jardin Bio étic,4.51,,12.89,,Pâtes à tartiner Bio
113872,0,True,étic - Purée de sésame tahin BIO,le bocal de 350 g,Jardin Bio étic,8.35,,23.86,,Pâtes à tartiner Bio
98446,0,True,Purée amandes complètes Tunisie BIO,le bocal de 170 g,Ethiquable,6.91,,40.65,,Pâtes à tartiner Bio
93695,1,True,Café pur arabica en grains BIO,Le sachets de 500g,Méo,7.94,,15.88,,"Cafés, thés et Infusions Bio"
79285,6,True,Café moulu BIO pur arabica,Le sachet de 500g,Méo,7.6,,15.2,,"Cafés, thés et Infusions Bio"
120019,10,True,Café moulu doux BIO,le paquet de 250 g,"Planteur des Tropiques Bio, une marque Intermarché",4.24,,16.96,,"Cafés, thés et Infusions Bio"
94058,2,True,Infusion verveine menthe BIO,"les 20 sachets de 1,5 g","Cotterley Bio, une marque Intermarché",1.83,,61.0,,"Cafés, thés et Infusions Bio"
98599,13,True,Café en grains Honduras 100% arabica BIO,le paquet de 500g,Carte Noire,11.62,,23.24,,"Cafés, thés et Infusions Bio"
185954,5,True,Infusion Relax BIO,la boite de 20 sachets - 26g,Eléphant,2.94,,113.08,,"Cafés, thés et Infusions Bio"
185948,5,True,Infusion Détox BIO,la boite de 20 sachets - 34g,Eléphant,2.69,,79.12,,"Cafés, thés et Infusions Bio"
119930,7,True,Café arabica grains Honduras BIO,le paquet de 1kg,Ethiquable,19.5,,19.5,,"Cafés, thés et Infusions Bio"
55233,1,True,Infusion citron et gingembre bio,la boite de 20 sachets - 50 g,Clipper,2.94,,58.8,,"Cafés, thés et Infusions Bio"
157427,4,True,Café pur arabica moulu intense BIO,le paquet de 500 g,Méo,8.6,,17.2,,"Cafés, thés et Infusions Bio"
7982,2,True,Thé vert gingembre citron vert Ceylan BIO,la boite de 20 sachets - 36g,Ethiquable,3.03,,84.17,,"Cafés, thés et Infusions Bio"
131484,7,True,Chocolat en poudre Grand Arôme Bio - 34% de cacao,La boîte de 350g,Poulain,4.84,,13.83,,"Cafés, thés et Infusions Bio"
120020,11,True,Café Amérique Latine BIO,le paquet de 250 g,"Planteur des Tropiques Bio, une marque Intermarché",4.39,,17.56,,"Cafés, thés et Infusions Bio"
176016,1,True,étic - Infusion bruleur de graisse BIO,"les 20 sachets de 1,5 g - 30g",Jardin Bio étic,3.2,,106.67,,"Cafés, thés et Infusions Bio"
113869,6,True,étic - Infusion thym BIO,"les 20 sachets de 1,4 g",Jardin Bio étic,3.13,,111.79,,"Cafés, thés et Infusions Bio"
80100,8,True,Café moulu pur arabica Ethiopie Bio & équitable,le paquet de 260g,Alter Eco,5.19,,19.96,,"Cafés, thés et Infusions Bio"
154189,7,True,étic - Infusion Détente sommeil tilleul verveine et aubépine BIO,"les 20 sachets de 1,5 g",Jardin Bio étic,3.3,,110.0,,"Cafés, thés et Infusions Bio"
65607,0,True,Infusion Divine Digestion aux deux menthes & fenouil bio,les 20 sachets - 38 g,Clipper,2.99,,78.68,,"Cafés, thés et Infusions Bio"
54905,4,True,Thé vert Fabulous au citron bio,la boite de 20 sachets - 35 g,Clipper,2.73,,78.0,,"Cafés, thés et Infusions Bio"
65608,1,True,"Thé vert Detox bio fleur de sureau, fenouil et agrumes",les 20 sachets - 40 g,Clipper,3.02,,75.5,,"Cafés, thés et Infusions Bio"
119009,7,True,Infusion détox BIO,la boite de 20 sachets,La Tisanière,3.48,,116.0,,"Cafés, thés et Infusions Bio"
132874,12,True,Café grains BIO,le paquet de 250 g,"Planteur des Tropiques Bio, une marque Intermarché",4.06,,16.24,,"Cafés, thés et Infusions Bio"
132168,3,True,Infusion brûle graisse BIO,la boite de 20 sachets,La Tisanière,3.45,,132.69,,"Cafés, thés et Infusions Bio"
197916,5,True,Capsules de café compatibles Nespresso Espresso BIO,la boîte de 30 capsules - 165g,Carte Noire,10.42,,63.15,,"Cafés, thés et Infusions Bio"
56450,11,True,Infusion 4 plantes BIO,la boite de 20 sachets - 30 g,"Cotterley Bio, une marque Intermarché",2.01,,67.0,,"Cafés, thés et Infusions Bio"
69803,14,True,Thé noir Tchaï Darjeeling aux épices BIO,la boite de 20 sachets - 36g,Ethiquable,3.05,,84.72,,"Cafés, thés et Infusions Bio"
7782,6,True,Café arabica moulu Equateur BIO,le paquet de 250 g,Ethiquable,4.94,,19.76,,"Cafés, thés et Infusions Bio"
91240,7,True,Infusion Verveine BIO,la boite de 30 sachets - 46 g,Les 2 marmottes,6.83,,148.48,,"Cafés, thés et Infusions Bio"
113012,10,True,Thé noir Earl Grey BIO,la boite de 20 sachets - 36g,Ethiquable,3.02,,83.89,,"Cafés, thés et Infusions Bio"
86198,12,True,Café moulu Indonésie BIO,le paquet de 250 g,"Planteur des Tropiques Bio, une marque Intermarché",5.13,,20.52,,"Cafés, thés et Infusions Bio"
80961,14,True,Rooibos d'Afrique du Sud sans théine BIO,la boite de 20 sachets - 40g,Ethiquable,3.07,,76.75,,"Cafés, thés et Infusions Bio"
154177,9,True,étic - Infusion ventre plat BIO,"les 20 sachets de 1,5 g",Jardin Bio étic,3.37,,112.33,,"Cafés, thés et Infusions Bio"
173323,3,True,Infusion menthe thym BIO,"les 20 sachets de 1,3 g","Cotterley, une marque Intermarché",2.35,,90.38,,"Cafés, thés et Infusions Bio"
160745,2,True,Infusion digestion menthe citron vert BIO,la boite de 20 sachets,La Tisanière,3.71,,123.67,,"Cafés, thés et Infusions Bio"
40371,5,True,Thé vert BIO,"les 20 sachets de 1,5 g","Cotterley Bio, une marque Intermarché",1.6,,53.33,,"Cafés, thés et Infusions Bio"
173325,8,True,Infusion gingembre saveur citron vert BIO,"les 20 sachets de 1,3 g","Cotterley Bio, une marque Intermarché",2.19,,73.0,,"Cafés, thés et Infusions Bio"
56448,11,True,Thé noir Earl Grey BIO,les 20 sachets de 2 g - 40g,"Cotterley Bio, une marque Intermarché",1.35,,33.75,,"Cafés, thés et Infusions Bio"
210088,3,True,Chocolat en poudre 50% cacaco BIO,la boîte de 425g,Ethiquable,5.94,,13.98,,"Cafés, thés et Infusions Bio"
172853,8,True,JARDIN BIO / THE VERT MINCEUR  BIO* 30G/ ETUI + 20 SACHETS,"les 20 sachets de 1,5 g",Jardin Bio étic,3.38,,112.67,,"Cafés, thés et Infusions Bio"
228450,7,True,Café arabica moulu Pérou BIO,le paquet de 500g,Ethiquable,9.6,,19.2,,"Cafés, thés et Infusions Bio"
172854,3,True,étic - Infusion thé vert détox,"les 20 sachets de 1,5 g",Jardin Bio étic,3.28,,109.33,,"Cafés, thés et Infusions Bio"
115883,5,True,Camomille matricaire BIO,"les 20 sachets de 0,9 g","Cotterley Bio, une marque Intermarché",1.81,,100.56,,"Cafés, thés et Infusions Bio"
156238,2,True,Espresso - Capsules de café compatibles Nespresso intensité 7 BIO,la boite de 10 capsules - 52 g,L'Or,4.28,,82.31,,"Cafés, thés et Infusions Bio"
196549,6,True,Capsules de café moulu Espresso pur arabica BIO,les 16 capsules de 7g - 112g,"Planteur des Tropiques Bio, une marque Intermarché",5.14,,45.89,,"Cafés, thés et Infusions Bio"
160744,2,True,Infusion nuit oranger BIO,la boite de 20 sachets,La Tisanière,3.81,,127.0,,"Cafés, thés et Infusions Bio"
165221,4,True,Thé vert Sencha menthe & guarana BIO,la boite de 90 g,"Cotterley Bio, une marque Intermarché",5.71,,63.44,,"Cafés, thés et Infusions Bio"
144281,5,True,Capsules de café compatibles Nespresso moulu Indonésie BIO,la boite de 10 - 52 g,"Planteur des Tropiques, une marque Intermarché",3.3,4.19,63.46,,"Cafés, thés et Infusions Bio"
153831,11,True,Café arabica moulu Ethiopie moka Sidamo BIO,le paquet de 250 g,Ethiquable,5.18,,20.72,,"Cafés, thés et Infusions Bio"
