productId,available,name,size_value,brand,price_eur,price_per_kg_eur,main_category
46947,True,Purée de pomme sans sucres ajoutés BIO,les 4 pots de 100 g - 400g,"Paquito Bio, une marque Intermarché",1.96,4.9,Fruits-Légumes
29490,True,Boisson végétale noisette BIO,la brique de 1l,Bjorg,3.37,3.37,Boissons
128711,True,"Purée pomme pêche abricot BIO, dès 8 mois",les 4 pots de 100 g - 400g,"Pommette Bio, une marque Intermarché",1.81,4.53,Bébé
49654,True,Boisson végétale Lait d'amande calcium BIO,la brique de 1l,Bjorg,2.89,2.89,Boissons-et-Lait
32106,True,"Fromage frais nature 3,8% MG BIO",les 6 pots de 60 g - 360g,"Pâturages Bio, une marque Intermarché",2.03,5.64,Produits-Laitiers-Œufs-et-Fromages
114982,True,"Pâtes fraîches ravioli bio  épinards, ricotta et fromage burrata au blé complet",le paquet de 250g,Rana,4.08,16.32,Epicerie-Salée
58345,True,Yaourt BIO au lait de brebis nature,les pots de 2 x 125g - 250g ,Vrai,2.02,8.08,Produits-Laitiers-Œufs-et-Fromages
213498,True,Beurre doux 82%MG BIO,la plaquette de 250g,C'est qui le Patron ?!,3.17,12.68,Produits-Laitiers-Œufs-et-Fromages
55281,True,Lait de coco fluide cuisine BIO,la brique de 200ml,Bjorg,2.11,10.55,Boissons-et-Lait
86882,True,Falafels pois chiches épinards,la barquette de 180g,Céréal Bio,3.62,20.11,Epicerie-Salée
29741,True,Boisson au soja chocolat BIO,la brique de 1 l,"Regain Bio, une marque Intermarché",1.73,1.73,Boissons
59623,True,étic - Dessert pomme poire Williams BIO,le bocal de 680 g,Jardin Bio étic,3.39,4.99,Epicerie-Sucrée
3019,True,Œufs BIO fermiers,la boite de 6 œufs,Fermiers de Loué,3.94,0.66,Produits-Laitiers-Œufs-et-Fromages
136875,True,Candy'Up - Boisson lactée chocolat BIO,les 4 briquettes de 20cl - 80cl,Candia,2.88,3.6,Boissons-et-Lait
178833,True,Fromage fondu à la crème de lait Bio,la boîte de 8 portions - 144g,Kiri,3.02,20.97,Produits-Laitiers-Œufs-et-Fromages
179976,True,Emmental portion BIO,le sachet de 250 g,"Pâturages Bio, une marque Intermarché",3.46,13.84,Produits-Laitiers-Œufs-et-Fromages
78632,True,Yaourt saveur citrons au lait entier BIO,les 4 pots de 125 g,"Pâturages Bio, une marque Intermarché",1.76,3.52,Produits-Laitiers-Œufs-et-Fromages
19787,True,"Fromage blanc 3,6% MG BIO",le pot de 500 g,"Pâturages Bio, une marque Intermarché",2.28,4.56,Produits-Laitiers-Œufs-et-Fromages
135131,True,Pomme framboise BIO dès 4 mois,la gourde de 120 g,Good Goût,1.96,16.33,Bébé
168835,True,Emmental râpé BIO,le sachet de 100 g,"Pâturages Bio, une marque Intermarché",1.88,18.8,Produits-Laitiers-Œufs-et-Fromages
78156,True,Yaourt vanille au lait entier BIO,les 4 pots de 125 g - 500g,"Pâturages Bio, une marque Intermarché",1.58,3.16,Produits-Laitiers-Œufs-et-Fromages
41833,True,Lait demi-écrémé BIO U.H.T.,les 6 bouteilles de 50cl - 3l,Lactel,7.39,2.46,Produits-Laitiers-Œufs-et-Fromages
27411,True,Fromage de chèvre BIO,la bûche de 180 g,Soignon,3.76,20.89,Produits-Laitiers-Œufs-et-Fromages
206156,True,Purée de pomme banane sans sucres ajoutés BIO,le bocal de 680 g,"Paquito Bio, une marque Intermarché",3.86,5.68,Fruits-Légumes
30569,True,Mozzarella BIO,le sachet de 125 g net égoutté,"Pâturages Bio, une marque Intermarché",1.46,11.68,Produits-Laitiers-Œufs-et-Fromages
93196,True,Yaourt citron brassé BIO,les 4 pots de 115g,Les 2 Vaches,2.44,5.3,Produits-Laitiers-Œufs-et-Fromages
136188,True,Margarine 100% Végétal doux BIO,ST HUBERT BIO DOUX 230G SHDP,St Hubert,2.75,11.96,Bio
164859,True,Allumettes fumées BIO,les 2 barquettes de 60 g,"Monique Ranou Bio, une marque Intermarché",2.19,18.25,Bio
31535,True,Crevettes décortiquées et cuites BIO,la barquette de 100 g,"Odyssée Bio, une marque Intermarché",4.15,41.5,Produits-du-monde
17683,True,Boisson végétale soja nature sans sucres BIO,la brique de 1l,Bjorg,2.11,2.11,Boissons
165680,True,Avoine cuisine BIO,la brique de 20 cl,"Regain Bio, une marque Intermarché",1.48,7.4,Bio
213499,True,Beurre demi-sel 80%MG BIO,la plaquette de 250g,C'est qui le Patron ?!,3.17,12.68,Produits-Laitiers-Œufs-et-Fromages
98472,True,Viande hachée  BŒUF  façon bouchère 15% MG BIO,la barquette de 350g,"Jean Rozé Bio, une marque Intermarché",6.45,18.43,Boucherie
98634,True,Filet de poulet blanc BIO,la barquette de 300 g environ,"Volaé Bio, une marque Intermarché",8.43,28.1,Boucherie-et-Volaille
111284,True,Morceaux assortis de poulet fermier BIO,la barquette de 750 g environ,"Volaé, une marque Intermarché",9.45,12.6,Boucherie-et-Volaille
93094,True,Pur jus de citron BIO,BOUTEILLE EN VERRE DE 50CL,Jardin bio,3.63,7.26,Boissons
93722,True,Jus de citron BIO,la bouteille de 25 cl,"Bouton d’Or, une marque Intermarché",1.31,5.24,Boissons
35356,True,Saumon Atlantique fumé BIO,la barquette de 4 tranches - 120g,"Odyssée Bio, une marque Intermarché",5.42,45.17,Produits-du-monde
125258,True,Houmous BIO,le pot de 160 g,"Odyssée Bio, une marque Intermarché",2.56,16.0,Bio
31535,True,Crevettes décortiquées et cuites BIO,la barquette de 100 g,"Odyssée Bio, une marque Intermarché",4.15,41.5,Produits-du-monde
73558,True,Pur jus de citron vert BIO,la bouteille de 25 cl,Jardin Bio étic,2.58,10.32,Boissons
156712,True,Saumon atlantique Bio fumé,les 4 tranches,Labeyrie,10.16,92.36,Produits-du-monde
100918,True,Saumon Atlantique fumé BIO,la barquette de 2 tranches - 70 g,"Odyssée Bio, une marque Intermarché",4.72,67.43,Produits-du-monde
92982,True,Houmous bio,Le pot 160g,L'Atelier Blini,4.6,28.75,Bio
155471,True,Truite fumée Bio,la barquette de 2 tranches - 60g,"Odyssée Bio, une marque Intermarché",3.73,62.17,Produits-du-monde
144108,True,Crevettes décortiquées cuites BIO,la barquette de 100 g,Producteurs & Commerçants,4.99,49.9,Produits-du-monde
93093,True,étic - Pur jus de citron BIO,la bouteille de 25 cl,Jardin Bio étic,2.36,9.44,Boissons
143223,True,Gambas décortiquées et cuites BIO,la barquette de 100 g,"Odyssée Bio, une marque Intermarché",6.71,67.1,Produits-du-monde
159426,True,Blinis BIO,Le barquette de 135g,L'Atelier Blini,2.69,19.93,Bio
42027,True,Truite fumée BIO,le paquet de 100 g,"Odyssée Bio, une marque Intermarché",4.33,43.3,Produits-du-monde
92983,True,Tzatziki bio,Le pot 160g,L'Atelier Blini,4.26,26.63,Bio
146633,True,"Tranches de volaille sans OGM, BIO",la barquette de 4 tranches - 120g,Le Gaulois,3.25,27.08,Boucherie-et-Volaille
64891,True,Lardons fumés BIO,les 2 barquettes de 75 g - 150g,"Monique Ranou Bio, une marque Intermarché",3.35,22.33,Charcuterie
143263,True,Jambon sec supérieur BIO 9 mois d'affinage,la barquette de 4 tranches - 80 g,"Monique Ranou Bio, une marque Intermarché",4.12,51.5,Charcuterie
164859,True,Allumettes fumées BIO,les 2 barquettes de 60 g,"Monique Ranou Bio, une marque Intermarché",2.19,18.25,Bio
143577,True,Jambon de porc supérieur BIO,la barquette de 2 tranches - 70 g,"Monique Ranou Bio, une marque Intermarché",2.89,41.29,Charcuterie
33510,True,Galettes de blé noir BIO,les 4 galettes de 50g - 200g,"Monique Ranou Bio, une marque Intermarché",1.79,8.95,Bio
114982,True,"Pâtes fraîches ravioli bio  épinards, ricotta et fromage burrata au blé complet",le paquet de 250g,Rana,4.08,16.32,Epicerie-Salée
29886,True,Pâte feuilletée BIO,le paquet de 230 g,"Monique Ranou Bio, une marque Intermarché",1.71,7.43,Pain-et-Viennoiserie
86882,True,Falafels pois chiches épinards,la barquette de 180g,Céréal Bio,3.62,20.11,Epicerie-Salée
39521,True,Pâte brisée BIO,la boite de 230 g,"Monique Ranou Bio, une marque Intermarché",1.71,7.43,Bio
125258,True,Houmous BIO,le pot de 160 g,"Odyssée Bio, une marque Intermarché",2.56,16.0,Bio
89655,True,Pâte à pizza BIO,le paquet de 260 g,"Monique Ranou Bio, une marque Intermarché",1.85,7.12,Bio
149196,True,Boulettes de pois chiches patate douce et curcuma BIO,la barquette de 180g,Hari&Co,4.51,25.06,Epicerie-Salée
86889,True,Tofu nature,la boite de 250g,Céréal Bio,3.17,12.68,Naturalia
92982,True,Houmous bio,Le pot 160g,L'Atelier Blini,4.6,28.75,Bio
100365,True,Salade de quinoa aux tomates et graines de courge BIO,la barquette de 200 g,Pierre Martinet,3.27,16.35,Naturalia
197921,True,Steak végétal l'Original BIO,La barquette de 2x85g - 170g,Hari&Co,5.09,29.94,Régimes-alimentaires
230720,True,Ravioli ricotta épinards BIO,le sachet de 250 g,"Fiorini Bio, une marque Intermarché",3.57,14.28,Bio
30262,True,Carottes râpées BIO,la barquette de 200 g,"Monique Ranou Bio, une marque Intermarché",2.1,10.5,Fruits-Légumes
149200,True,Galettes de lentilles corail Bio butternut et coco,les 2 galettes de 85g - 170g,Hari&Co,4.67,27.47,Epicerie-Salée
127664,True,Galettes de Blé Noir BIO Origine France,le sachet de 4 crêpes - 260g,La Crêpe de Brocéliande,4.06,15.62,Bio
30740,True,Betteraves rouges BIO,la barquette de 200g,"Monique Ranou Bio, une marque Intermarché",2.38,11.9,Bio
212865,True,Tofu fumé au bois de hêtre,la boite de 200g,Céréal Bio,4.16,20.8,Produits-Laitiers-Œufs-et-Fromages
197386,True,Cordon bleu de volaille BIO,la boite de 200 g,"Volaé Bio, une marque Intermarché",4.85,24.25,Boucherie-et-Volaille
98973,True,Carottes finement râpées BIO,la barquette de 250 g,Sélectionné par votre magasin,4.6,18.4,Fruits-Légumes
30264,True,Taboulé aux raisins BIO,la barquette de 200g,"Monique Ranou Bio, une marque Intermarché",1.6,8.0,Bio
98972,True,Taboulé aux légumes BIO,la barquette de 250 g,Notre Sélection,3.99,15.96,Bio
86887,True,Galettes sarrasin somté,les 2 galettes de 100g - 200g,Céréal Bio,3.39,16.95,Pain-et-Viennoiserie
145079,True,Emincés soja et blé,la barquette de 130g,Céréal Bio,4.42,34.0,Produits
92983,True,Tzatziki bio,Le pot 160g,L'Atelier Blini,4.26,26.63,Bio
86883,True,Galettes orge chèvre miel,les 2 galettes de 100g - 200g,Céréal Bio,3.34,16.7,Pain-et-Viennoiserie
48835,True,Pain de mie farine complète BIO,le paquet de 500g,La Boulangère,2.64,5.28,Pain
54356,True,Pain de mie grandes tranches céréales et graines BIO,le paquet de 500g,La Boulangère,3.2,6.4,Pain
154490,True,Baguette céréales BIO,la baguette cuisson du jour de 250 g,Producteurs & Commerçants,1.35,5.4,Pain
135384,True,Tartines quinoa et graines BIO,le sachet de 450g,La Boulangère,3.87,8.6,Bio
111674,True,100% mie - Pain de mie Complet Bio sans croûte,le paquet de 13 tranches - 325g,Harrys,4.3,13.23,Pain
91899,True,Baguette Avellan BIO,la baguette de 250 g,Cuit sur place,1.57,6.28,Pain-et-Viennoiserie
156280,True,Pain de seigle complet BIO,le paquet de 500g,"Regain Bio, une marque Intermarché",2.24,4.48,Pain
154490,True,Baguette céréales BIO,la baguette cuisson du jour de 250 g,Producteurs & Commerçants,1.35,5.4,Pain
91899,True,Baguette Avellan BIO,la baguette de 250 g,Cuit sur place,1.57,6.28,Pain-et-Viennoiserie
48835,True,Pain de mie farine complète BIO,le paquet de 500g,La Boulangère,2.64,5.28,Pain
54356,True,Pain de mie grandes tranches céréales et graines BIO,le paquet de 500g,La Boulangère,3.2,6.4,Pain
135384,True,Tartines quinoa et graines BIO,le sachet de 450g,La Boulangère,3.87,8.6,Bio
111674,True,100% mie - Pain de mie Complet Bio sans croûte,le paquet de 13 tranches - 325g,Harrys,4.3,13.23,Pain
156280,True,Pain de seigle complet BIO,le paquet de 500g,"Regain Bio, une marque Intermarché",2.24,4.48,Pain
132433,True,Lait UHT Demi-Ecrémé BIO,les 6 briques de 1 l - 6l,"Les Éleveurs vous disent Merci, une marque Intermarché",7.32,1.22,Produits-Laitiers-Œufs-et-Fromages
2060,True,Lait demi-écrémé BIO,les 6 bouteilles de 1 l - 6l,"Pâturages Bio, une marque Intermarché",6.7,1.12,Produits-Laitiers-Œufs-et-Fromages
65189,True,Lait stérilisé U.H.T. BIO entier,le pack de 6X1L - 6L,"Pâturages Bio, une marque Intermarché",8.85,1.48,Produits-Laitiers-Œufs-et-Fromages
136875,True,Candy'Up - Boisson lactée chocolat BIO,les 4 briquettes de 20cl - 80cl,Candia,2.88,3.6,Boissons-et-Lait
41833,True,Lait demi-écrémé BIO U.H.T.,les 6 bouteilles de 50cl - 3l,Lactel,7.39,2.46,Produits-Laitiers-Œufs-et-Fromages
227021,True,Kéfir de vache BIO,la bouteille de 250ml,Mavrommatis,2.18,8.72,Produits-Laitiers-Œufs-et-Fromages
227061,True,Kéfir de chèvre BIO,la bouteille de 250ml,Mavrommatis,2.36,9.44,Produits-Laitiers-Œufs-et-Fromages
16826,True,Lait demi-écrémé BIO U.H.T.,les 6 bouteilles de 1l - 6l,Lactel,10.91,1.82,Produits-Laitiers-Œufs-et-Fromages
41835,True,Lait Matin Léger BIO U.H.T. facile à digérer,les 6 bouteilles de 1l - 6l,Lactel,16.33,2.72,Produits-Laitiers-Œufs-et-Fromages
87378,True,Lait Matin Léger BIO 1.2% MG,les 6 bouteilles de 50cl - 3l,Lactel,11.25,3.75,Produits-Laitiers-Œufs-et-Fromages
52011,True,Grandlait - Lait BIO demi écrémé,les 6 bouteilles de 1 l,Grandlait,12.09,2.02,Produits-Laitiers-Œufs-et-Fromages
6814,True,Lait demi-écrémé BIO U.H.T.,les 6 bouteilles de 25cl - 1.5l,Lactel,5.59,3.73,Produits-Laitiers-Œufs-et-Fromages
78892,True,Lait frais demi-écrémé bio,La bouteille de 1l,Lactel,2.21,2.21,Produits-Laitiers-Œufs-et-Fromages
42941,True,Nos Œufs Bio plein air gros,la boîte de 10 œufs,l'Œuf de nos Villages,5.58,0.56,Produits-Laitiers-Œufs-et-Fromages
189234,True,Œufs français de poules élevées en plein air BIO,la boite de 6,"Les Éleveurs vous disent Merci, une marque Intermarché",2.47,0.42,Produits-Laitiers-Œufs-et-Fromages
2750,True,Œufs frais de poules élevées en plein air BIO,la boite de 10,"Volaé Bio, une marque Intermarché",3.44,3.44,Produits-Laitiers-Œufs-et-Fromages
78926,True,Nos Œufs Bio plein air gros,la boîte de 6,l'Œuf de nos Villages,3.97,0.67,Produits-Laitiers-Œufs-et-Fromages
3028,True,Œufs frais de poules élevées en plein air BIO,la boite de 6,"Volaé, une marque Intermarché",2.09,2.09,Produits-Laitiers-Œufs-et-Fromages
67451,True,Oeufs Bio,La boîte de 10 œufs,Matines,5.83,0.59,Produits-Laitiers-Œufs-et-Fromages
98653,True,Œufs frais de poules élevées en plein air BIO,la boite de 4,"Volaé Bio, une marque Intermarché",2.2,2.2,Produits-Laitiers-Œufs-et-Fromages
3019,True,Œufs BIO fermiers,la boite de 6 œufs,Fermiers de Loué,3.94,0.66,Produits-Laitiers-Œufs-et-Fromages
93390,True,Œufs BIO,la boite de 10 ,Breizh' on Egg,5.22,0.53,Produits-Laitiers-Œufs-et-Fromages
56464,True,Œufs BIO fermiers,la boite de 4 œufs,Fermiers de Loué,3.24,0.81,Produits-Laitiers-Œufs-et-Fromages
3020,True,Oeufs Bio,La boîte de 6 œufs,Matines,3.28,0.55,Produits-Laitiers-Œufs-et-Fromages
93389,True,Œufs BIO,la boite de 6,Breizh' on Egg,3.32,0.56,Produits-Laitiers-Œufs-et-Fromages
120263,True,Gros œufs bretons BIO,la boite de 4 ,Breizh' on Egg,2.37,0.6,Produits-Laitiers-Œufs-et-Fromages
54880,True,Œufs BIO fermiers,la boite de 10,Fermiers de Loué,7.09,0.71,Produits-Laitiers-Œufs-et-Fromages
19789,True,Crème fraîche épaisse 30% mat gr entière BIO,le pot de 20 cl,"Pâturages Bio, une marque Intermarché",1.15,5.75,Produits-Laitiers-Œufs-et-Fromages
35625,True,Margarine doux BIO 55% MG,La barquette de 250g,Primevère,2.82,11.28,Bio
50577,True,Crème entière BIO UHT,les 3 briques de 20 cl - 60cl,"Pâturages Bio, une marque Intermarché",4.77,7.95,Produits-Laitiers-Œufs-et-Fromages
213498,True,Beurre doux 82%MG BIO,la plaquette de 250g,C'est qui le Patron ?!,3.17,12.68,Produits-Laitiers-Œufs-et-Fromages
120018,True,Crème liquide entière 30% MG BIO UHT,la bouteille de 25 cl,"Pâturages Bio, une marque Intermarché",2.18,8.72,Produits-Laitiers-Œufs-et-Fromages
136188,True,Margarine 100% Végétal doux BIO,ST HUBERT BIO DOUX 230G SHDP,St Hubert,2.75,11.96,Bio
213499,True,Beurre demi-sel 80%MG BIO,la plaquette de 250g,C'est qui le Patron ?!,3.17,12.68,Produits-Laitiers-Œufs-et-Fromages
15833,True,Crème fraîche de Normandie BIO 38% MG,le pot de 200g,Vrai,2.73,13.65,Produits-Laitiers-Œufs-et-Fromages
119851,True,Crème UHT fluide légère bio 15% MG,Les 3 briques de 20cl - 60cl,Bridélice,5.32,8.87,Produits-Laitiers-Œufs-et-Fromages
213498,True,Beurre doux 82%MG BIO,la plaquette de 250g,C'est qui le Patron ?!,3.17,12.68,Produits-Laitiers-Œufs-et-Fromages
213499,True,Beurre demi-sel 80%MG BIO,la plaquette de 250g,C'est qui le Patron ?!,3.17,12.68,Produits-Laitiers-Œufs-et-Fromages
35625,True,Margarine doux BIO 55% MG,La barquette de 250g,Primevère,2.82,11.28,Bio
136188,True,Margarine 100% Végétal doux BIO,ST HUBERT BIO DOUX 230G SHDP,St Hubert,2.75,11.96,Bio
19789,True,Crème fraîche épaisse 30% mat gr entière BIO,le pot de 20 cl,"Pâturages Bio, une marque Intermarché",1.15,5.75,Produits-Laitiers-Œufs-et-Fromages
50577,True,Crème entière BIO UHT,les 3 briques de 20 cl - 60cl,"Pâturages Bio, une marque Intermarché",4.77,7.95,Produits-Laitiers-Œufs-et-Fromages
15833,True,Crème fraîche de Normandie BIO 38% MG,le pot de 200g,Vrai,2.73,13.65,Produits-Laitiers-Œufs-et-Fromages
120018,True,Crème liquide entière 30% MG BIO UHT,la bouteille de 25 cl,"Pâturages Bio, une marque Intermarché",2.18,8.72,Produits-Laitiers-Œufs-et-Fromages
119851,True,Crème UHT fluide légère bio 15% MG,Les 3 briques de 20cl - 60cl,Bridélice,5.32,8.87,Produits-Laitiers-Œufs-et-Fromages
100676,True,Crème dessert chocolat BIO,les 4 pots de 95g - 380g,Les 2 Vaches,1.61,4.24,Epicerie-Sucrée
107143,True,Crème dessert vanille BIO,les 4 pots de 95g,Les 2 Vaches,1.61,4.24,Epicerie-Sucrée
135671,True,Crème dessert caramel BIO,Pot 0.3800,Les 2 Vaches,1.61,4.24,Epicerie-Sucrée
3205,True,Yaourt vanille au lait entier BIO,les 12 pots de 125 g,"Pâturages Bio, une marque Intermarché",4.05,2.7,Produits-Laitiers-Œufs-et-Fromages
151346,True,Yaourt vanille de Madagascar BIO,Le pack de 4 pots de 115g,Les 2 Vaches,2.42,5.26,Produits-Laitiers-Œufs-et-Fromages
46056,True,Fromage blanc au lait de brebis BIO,le pot de 400g,Vrai,3.08,7.7,Produits-Laitiers-Œufs-et-Fromages
72322,True,Compotes bio pomme nature,"les 12 gourdes de 90g - 1,08kg",Pom'Potes,7.72,7.15,Epicerie-Sucrée
46947,True,Purée de pomme sans sucres ajoutés BIO,les 4 pots de 100 g - 400g,"Paquito Bio, une marque Intermarché",1.96,4.9,Fruits-Légumes
32106,True,"Fromage frais nature 3,8% MG BIO",les 6 pots de 60 g - 360g,"Pâturages Bio, une marque Intermarché",2.03,5.64,Produits-Laitiers-Œufs-et-Fromages
58345,True,Yaourt BIO au lait de brebis nature,les pots de 2 x 125g - 250g ,Vrai,2.02,8.08,Produits-Laitiers-Œufs-et-Fromages
59623,True,étic - Dessert pomme poire Williams BIO,le bocal de 680 g,Jardin Bio étic,3.39,4.99,Epicerie-Sucrée
78632,True,Yaourt saveur citrons au lait entier BIO,les 4 pots de 125 g,"Pâturages Bio, une marque Intermarché",1.76,3.52,Produits-Laitiers-Œufs-et-Fromages
19787,True,"Fromage blanc 3,6% MG BIO",le pot de 500 g,"Pâturages Bio, une marque Intermarché",2.28,4.56,Produits-Laitiers-Œufs-et-Fromages
78156,True,Yaourt vanille au lait entier BIO,les 4 pots de 125 g - 500g,"Pâturages Bio, une marque Intermarché",1.58,3.16,Produits-Laitiers-Œufs-et-Fromages
206156,True,Purée de pomme banane sans sucres ajoutés BIO,le bocal de 680 g,"Paquito Bio, une marque Intermarché",3.86,5.68,Fruits-Légumes
93196,True,Yaourt citron brassé BIO,les 4 pots de 115g,Les 2 Vaches,2.44,5.3,Produits-Laitiers-Œufs-et-Fromages
153882,True,Purée pomme banane sans sucres ajoutés BIO,les 4 gourdes de 90 g,"Paquito Bio, une marque Intermarché",2.7,7.5,Fruits-Légumes
42988,True,Yaourt BIO au lait de chèvre nature,les pots de 2 x 125g - 250g ,Vrai,1.84,7.36,Produits-Laitiers-Œufs-et-Fromages
97745,True,Pomme poire BIO,les 4 pots de 100 g - 400g,"Paquito Bio, une marque Intermarché",2.73,6.83,Bio
63966,True,Yaourt nature brassé BIO,les 4 pots de 115g - 460g,Les 2 Vaches,1.76,3.83,Produits-Laitiers-Œufs-et-Fromages
48382,True,Dessert de fruits pommes et châtaignes BIO,4 x 95g,Charles & Alice,3.03,7.97,Epicerie-Sucrée
209890,True,Skyr nature BIO,le pot de 825g,Les 2 Vaches,7.17,8.69,Produits-Laitiers-Œufs-et-Fromages
101352,True,Yaourt aux fruits brassé poire BIO,les 4 pots de 115g - 460g,Les 2 Vaches,2.44,5.3,Produits-Laitiers-Œufs-et-Fromages
156000,True,Purée pomme fraise sans sucres ajoutés BIO,les 4 pots de 90 g,"Paquito Bio, une marque Intermarché",2.64,7.33,Fruits-Légumes
126807,True,Yaourt aux fruits brassé fraise rhubarbe BIO,les 4 pots de 115g - 460g,Les 2 Vaches,2.5,5.43,Produits-Laitiers-Œufs-et-Fromages
135672,True,LES 2 VACHES LES PTITS MIAM FRUITS 50 G X 6,Pot 0.3000,Danone,2.49,8.3,Fruits
193870,True,Skyr vanille 0%mg BIO,le pot de 480g,Les 2 Vaches,5.1,10.63,Produits-Laitiers-Œufs-et-Fromages
159839,True,Purée pomme sans sucres ajoutés BIO,les 4 gourdes de 90 g,"Paquito Bio, une marque Intermarché",2.32,6.44,Fruits-Légumes
18778,True,Dessert soja à la vanille BIO,la brique de 525 g,"Regain Bio, une marque Intermarché",1.84,3.5,Epicerie-Sucrée
138532,True,Purée de pommes à la vanille BIO sans sucres ajoutés,pot ,WeBio !,3.72,5.9,Epicerie-Sucrée
122546,True,Yaourt à boire P'tit Yab vanille BIO,les 4 bouteilles de 180g,"Pâturages Bio, une marque Intermarché",2.83,3.93,Produits-Laitiers-Œufs-et-Fromages
98200,True,Yaourt brassé nature BIO,les 4 pots de 125 g - 500g,"Pâturages Bio, une marque Intermarché",1.49,2.98,Produits-Laitiers-Œufs-et-Fromages
229623,True,Yaourts vanille simplement BIO,les 4 pots de 110g - 440g,Les 300 Laitiers Bio,1.7,3.86,Produits-Laitiers-Œufs-et-Fromages
229622,True,Yaourts nature simplement BIO,les 4 pots de 110g - 440g,Les 300 Laitiers Bio,1.33,3.02,Produits-Laitiers-Œufs-et-Fromages
134618,True,"Compotes bio pomme, pomme abricot, pomme poire, pomme fraise","les 12 gourdes de 90g - 1,08kg",Pom'Potes,8.96,8.3,Fruits
118496,True,Petits suisses aux fruits BIO,les 12 pots de 50g - 600g,Les 2 Vaches,4.41,7.35,Produits-Laitiers-Œufs-et-Fromages
93197,True,Yaourt aux fruits brassé framboise BIO,les 4 pots de 115g - 460g,Les 2 Vaches,2.45,5.33,Produits-Laitiers-Œufs-et-Fromages
93198,True,Yaourt aux fruits brassé myrtille BIO,les 4 pots de 115g - 460g,Les 2 Vaches,2.44,5.3,Produits-Laitiers-Œufs-et-Fromages
73547,True,étic - Purée de pomme vanille Bourbon BIO,le bocal de 680 g,Jardin Bio étic,3.46,5.09,Epicerie-Sucrée
231165,True,Yaourt brassé pêche BIO,Les 4 pots de 115g - 460g,Les 2 Vaches,2.55,5.54,Produits-Laitiers-Œufs-et-Fromages
58343,True,Yaourts nature BIO,les pots de 4 x 125g - 500g ,Vrai,1.63,3.26,Produits-Laitiers-Œufs-et-Fromages
168416,True,Skyr nature 0%mg BIO,le pot de 480g,Les 2 Vaches,4.54,9.46,Produits-Laitiers-Œufs-et-Fromages
98200,True,Yaourt brassé nature BIO,les 4 pots de 125 g - 500g,"Pâturages Bio, une marque Intermarché",1.49,2.98,Produits-Laitiers-Œufs-et-Fromages
63966,True,Yaourt nature brassé BIO,les 4 pots de 115g - 460g,Les 2 Vaches,1.76,3.83,Produits-Laitiers-Œufs-et-Fromages
229622,True,Yaourts nature simplement BIO,les 4 pots de 110g - 440g,Les 300 Laitiers Bio,1.33,3.02,Produits-Laitiers-Œufs-et-Fromages
32106,True,"Fromage frais nature 3,8% MG BIO",les 6 pots de 60 g - 360g,"Pâturages Bio, une marque Intermarché",2.03,5.64,Produits-Laitiers-Œufs-et-Fromages
19787,True,"Fromage blanc 3,6% MG BIO",le pot de 500 g,"Pâturages Bio, une marque Intermarché",2.28,4.56,Produits-Laitiers-Œufs-et-Fromages
58343,True,Yaourts nature BIO,les pots de 4 x 125g - 500g ,Vrai,1.63,3.26,Produits-Laitiers-Œufs-et-Fromages
93196,True,Yaourt citron brassé BIO,les 4 pots de 115g,Les 2 Vaches,2.44,5.3,Produits-Laitiers-Œufs-et-Fromages
101352,True,Yaourt aux fruits brassé poire BIO,les 4 pots de 115g - 460g,Les 2 Vaches,2.44,5.3,Produits-Laitiers-Œufs-et-Fromages
126807,True,Yaourt aux fruits brassé fraise rhubarbe BIO,les 4 pots de 115g - 460g,Les 2 Vaches,2.5,5.43,Produits-Laitiers-Œufs-et-Fromages
93197,True,Yaourt aux fruits brassé framboise BIO,les 4 pots de 115g - 460g,Les 2 Vaches,2.45,5.33,Produits-Laitiers-Œufs-et-Fromages
93198,True,Yaourt aux fruits brassé myrtille BIO,les 4 pots de 115g - 460g,Les 2 Vaches,2.44,5.3,Produits-Laitiers-Œufs-et-Fromages
231165,True,Yaourt brassé pêche BIO,Les 4 pots de 115g - 460g,Les 2 Vaches,2.55,5.54,Produits-Laitiers-Œufs-et-Fromages
3205,True,Yaourt vanille au lait entier BIO,les 12 pots de 125 g,"Pâturages Bio, une marque Intermarché",4.05,2.7,Produits-Laitiers-Œufs-et-Fromages
78156,True,Yaourt vanille au lait entier BIO,les 4 pots de 125 g - 500g,"Pâturages Bio, une marque Intermarché",1.58,3.16,Produits-Laitiers-Œufs-et-Fromages
151346,True,Yaourt vanille de Madagascar BIO,Le pack de 4 pots de 115g,Les 2 Vaches,2.42,5.26,Produits-Laitiers-Œufs-et-Fromages
229623,True,Yaourts vanille simplement BIO,les 4 pots de 110g - 440g,Les 300 Laitiers Bio,1.7,3.86,Produits-Laitiers-Œufs-et-Fromages
78632,True,Yaourt saveur citrons au lait entier BIO,les 4 pots de 125 g,"Pâturages Bio, une marque Intermarché",1.76,3.52,Produits-Laitiers-Œufs-et-Fromages
209890,True,Skyr nature BIO,le pot de 825g,Les 2 Vaches,7.17,8.69,Produits-Laitiers-Œufs-et-Fromages
32106,True,"Fromage frais nature 3,8% MG BIO",les 6 pots de 60 g - 360g,"Pâturages Bio, une marque Intermarché",2.03,5.64,Produits-Laitiers-Œufs-et-Fromages
